case,material,step,isotope,mdens_g_per_cm3
M70-30,M70-30,1,Pu241,0.0710696
M70-30,M70-30,2,Pu241,0.071314
M70-30,M70-30,3,Pu241,0.0715566
M70-30,M70-30,4,Pu241,0.0717965
M70-30,M70-30,5,Pu241,0.0720349
M70-30,M70-30,6,Pu241,0.0722707
M70-30,M70-30,7,Pu241,0.0725814
M70-30,M70-30,8,Pu241,0.0729641
M70-30,M70-30,9,Pu241,0.0733381
M70-30,M70-30,10,Pu241,0.0740633
M70-30,M70-30,11,Pu241,0.0747566
M70-30,M70-30,12,Pu241,0.0754166
M70-30,M70-30,13,Pu241,0.0760438
M70-30,M70-30,14,Pu241,0.0766393
M70-30,M70-30,15,Pu241,0.0777343
M70-30,M70-30,16,Pu241,0.078697
M70-30,M70-30,17,Pu241,0.0795328
M70-30,M70-30,18,Pu241,0.0802548
M70-30,M70-30,19,Pu241,0.0808487
M70-30,M70-30,20,Pu241,0.0813261
M70-30,M70-30,21,Pu241,0.0819401
M70-30,M70-30,22,Pu241,0.0821101
M70-30,M70-30,23,Pu241,0.0815943
M70-30,M70-30,24,Pu241,0.0796223
M70-30,M70-30,25,Pu241,0.0764361
M70-30,M70-30,0,Pu242,0.0359458
M70-30,M70-30,1,Pu242,0.0359606
M70-30,M70-30,2,Pu242,0.036008
M70-30,M70-30,3,Pu242,0.036056
M70-30,M70-30,4,Pu242,0.0361049
M70-30,M70-30,5,Pu242,0.0361545
M70-30,M70-30,6,Pu242,0.036205
M70-30,M70-30,7,Pu242,0.0362736
M70-30,M70-30,8,Pu242,0.0363615
M70-30,M70-30,9,Pu242,0.0364517
M70-30,M70-30,10,Pu242,0.0366378
M70-30,M70-30,11,Pu242,0.0368331
M70-30,M70-30,12,Pu242,0.0370361
M70-30,M70-30,13,Pu242,0.0372491
M70-30,M70-30,14,Pu242,0.0374698
M70-30,M70-30,15,Pu242,0.0379363
M70-30,M70-30,16,Pu242,0.0384348
M70-30,M70-30,17,Pu242,0.0389636
M70-30,M70-30,18,Pu242,0.0395198
M70-30,M70-30,19,Pu242,0.0401052
M70-30,M70-30,20,Pu242,0.0407149
M70-30,M70-30,21,Pu242,0.0420099
M70-30,M70-30,22,Pu242,0.0433826
M70-30,M70-30,23,Pu242,0.0455606
M70-30,M70-30,24,Pu242,0.0486017
M70-30,M70-30,25,Pu242,0.0516754
M70-30,M70-30,0,Am241,0.00693236
M70-30,M70-30,1,Am241,0.00693526
M70-30,M70-30,2,Am241,0.00694366
M70-30,M70-30,3,Am241,0.00695203
M70-30,M70-30,4,Am241,0.00696045
M70-30,M70-30,5,Am241,0.00696886
M70-30,M70-30,6,Am241,0.00697731
M70-30,M70-30,7,Am241,0.00698869
M70-30,M70-30,8,Am241,0.00700296
M70-30,M70-30,9,Am241,0.00701739
M70-30,M70-30,10,Am241,0.00704663
M70-30,M70-30,11,Am241,0.00707619
M70-30,M70-30,12,Am241,0.00710605
M70-30,M70-30,13,Am241,0.00713611
M70-30,M70-30,14,Am241,0.00716616
M70-30,M70-30,15,Am241,0.00722534
M70-30,M70-30,16,Am241,0.00728269
M70-30,M70-30,17,Am241,0.00733686
M70-30,M70-30,18,Am241,0.00738698
M70-30,M70-30,19,Am241,0.00743267
M70-30,M70-30,20,Am241,0.00747286
M70-30,M70-30,21,Am241,0.00753397
M70-30,M70-30,22,Am241,0.00756602
M70-30,M70-30,23,Am241,0.00755299
M70-30,M70-30,24,Am241,0.00741486
M70-30,M70-30,25,Am241,0.00714013
M70-30,M70-30,0,Am243,0.0
M70-30,M70-30,1,Am243,3.94347e-05
M70-30,M70-30,2,Am243,0.0001737
M70-30,M70-30,3,Am243,0.00030742
M70-30,M70-30,4,Am243,0.000440269
M70-30,M70-30,5,Am243,0.000572286
M70-30,M70-30,6,Am243,0.000703549
M70-30,M70-30,7,Am243,0.000877141
M70-30,M70-30,8,Am243,0.0010921
M70-30,M70-30,9,Am243,0.00130465
M70-30,M70-30,10,Am243,0.00172381
M70-30,M70-30,11,Am243,0.00213389
M70-30,M70-30,12,Am243,0.00253673
M70-30,M70-30,13,Am243,0.00292992
M70-30,M70-30,14,Am243,0.00331613
M70-30,M70-30,15,Am243,0.00406532
M70-30,M70-30,16,Am243,0.00478671
M70-30,M70-30,17,Am243,0.00548236
M70-30,M70-30,18,Am243,0.00615566
M70-30,M70-30,19,Am243,0.0068056
M70-30,M70-30,20,Am243,0.00743607
M70-30,M70-30,21,Am243,0.00863786
M70-30,M70-30,22,Am243,0.00977477
M70-30,M70-30,23,Am243,0.0113776
M70-30,M70-30,24,Am243,0.0133415
M70-30,M70-30,25,Am243,0.0151376
M70-30,M70-30,0,Xe135,0.0
M70-30,M70-30,1,Xe135,5.17116e-06
M70-30,M70-30,2,Xe135,5.21761e-06
M70-30,M70-30,3,Xe135,5.2152e-06
M70-30,M70-30,4,Xe135,5.21117e-06
M70-30,M70-30,5,Xe135,5.20537e-06
M70-30,M70-30,6,Xe135,5.19858e-06
M70-30,M70-30,7,Xe135,5.18807e-06
M70-30,M70-30,8,Xe135,5.1761e-06
M70-30,M70-30,9,Xe135,5.16415e-06
M70-30,M70-30,10,Xe135,5.13498e-06
M70-30,M70-30,11,Xe135,5.11147e-06
M70-30,M70-30,12,Xe135,5.08836e-06
M70-30,M70-30,13,Xe135,5.06469e-06
M70-30,M70-30,14,Xe135,5.04063e-06
M70-30,M70-30,15,Xe135,4.97922e-06
M70-30,M70-30,16,Xe135,4.93076e-06
M70-30,M70-30,17,Xe135,4.88053e-06
M70-30,M70-30,18,Xe135,4.83068e-06
M70-30,M70-30,19,Xe135,4.77886e-06
M70-30,M70-30,20,Xe135,4.72728e-06
M70-30,M70-30,21,Xe135,4.6047e-06
M70-30,M70-30,22,Xe135,4.50097e-06
M70-30,M70-30,23,Xe135,4.3316e-06
M70-30,M70-30,24,Xe135,4.12152e-06
M70-30,M70-30,25,Xe135,3.93377e-06
M70-30,M70-30,0,Sm149,0.0
M70-30,M70-30,1,Sm149,2.21231e-06
M70-30,M70-30,2,Sm149,1.85168e-05
M70-30,M70-30,3,Sm149,3.3552e-05
M70-30,M70-30,4,Sm149,4.49685e-05
M70-30,M70-30,5,Sm149,5.34619e-05
M70-30,M70-30,6,Sm149,5.97693e-05
M70-30,M70-30,7,Sm149,6.57388e-05
M70-30,M70-30,8,Sm149,7.05442e-05
M70-30,M70-30,9,Sm149,7.34919e-05
M70-30,M70-30,10,Sm149,7.65086e-05
M70-30,M70-30,11,Sm149,7.77465e-05
M70-30,M70-30,12,Sm149,7.8326e-05
M70-30,M70-30,13,Sm149,7.86286e-05
M70-30,M70-30,14,Sm149,7.87662e-05
M70-30,M70-30,15,Sm149,7.89226e-05
M70-30,M70-30,16,Sm149,7.87986e-05
M70-30,M70-30,17,Sm149,7.85418e-05
M70-30,M70-30,18,Sm149,7.81164e-05
M70-30,M70-30,19,Sm149,7.75453e-05
M70-30,M70-30,20,Sm149,7.6908e-05
M70-30,M70-30,21,Sm149,7.56005e-05
M70-30,M70-30,22,Sm149,7.38973e-05
M70-30,M70-30,23,Sm149,7.13122e-05
M70-30,M70-30,24,Sm149,6.77232e-05
M70-30,M70-30,25,Sm149,6.39647e-05
M70-30,M70-30,0,Cs137,0.0
M70-30,M70-30,1,Cs137,3.66702e-05
M70-30,M70-30,2,Cs137,0.000146731
M70-30,M70-30,3,Cs137,0.000256735
M70-30,M70-30,4,Cs137,0.000366654
M70-30,M70-30,5,Cs137,0.000476536
M70-30,M70-30,6,Cs137,0.000586355
M70-30,M70-30,7,Cs137,0.000732681
M70-30,M70-30,8,Cs137,0.00091551
M70-30,M70-30,9,Cs137,0.00109822
M70-30,M70-30,10,Cs137,0.00146337
M70-30,M70-30,11,Cs137,0.0018281
M70-30,M70-30,12,Cs137,0.00219251
M70-30,M70-30,13,Cs137,0.00255662
M70-30,M70-30,14,Cs137,0.00292043
M70-30,M70-30,15,Cs137,0.00364675
M70-30,M70-30,16,Cs137,0.00437195
M70-30,M70-30,17,Cs137,0.00509568
M70-30,M70-30,18,Cs137,0.0058179
M70-30,M70-30,19,Cs137,0.00653873
M70-30,M70-30,20,Cs137,0.00725784
M70-30,M70-30,21,Cs137,0.0086916
M70-30,M70-30,22,Cs137,0.0101185
M70-30,M70-30,23,Cs137,0.0122458
M70-30,M70-30,24,Cs137,0.0150563
M70-30,M70-30,25,Cs137,0.0178372
M70-30,M70-30,0,Sr90,0.0
M70-30,M70-30,1,Sr90,7.9803e-06
M70-30,M70-30,2,Sr90,3.19391e-05
M70-30,M70-30,3,Sr90,5.58956e-05
M70-30,M70-30,4,Sr90,7.98501e-05
M70-30,M70-30,5,Sr90,0.000103821
M70-30,M70-30,6,Sr90,0.000127808
M70-30,M70-30,7,Sr90,0.000159823
M70-30,M70-30,8,Sr90,0.000199924
M70-30,M70-30,9,Sr90,0.000240119
M70-30,M70-30,10,Sr90,0.000320846
M70-30,M70-30,11,Sr90,0.00040204
M70-30,M70-30,12,Sr90,0.000483732
M70-30,M70-30,13,Sr90,0.000565942
M70-30,M70-30,14,Sr90,0.000648664
M70-30,M70-30,15,Sr90,0.000815556
M70-30,M70-30,16,Sr90,0.000984478
M70-30,M70-30,17,Sr90,0.00115532
M70-30,M70-30,18,Sr90,0.00132804
M70-30,M70-30,19,Sr90,0.0015026
M70-30,M70-30,20,Sr90,0.00167892
M70-30,M70-30,21,Sr90,0.00203682
M70-30,M70-30,22,Sr90,0.00240135
M70-30,M70-30,23,Sr90,0.0029599
M70-30,M70-30,24,Sr90,0.00372502
M70-30,M70-30,25,Sr90,0.00451173
M70-30,M70-30,0,I129,0.0
M70-30,M70-30,1,I129,5.74193e-06
M70-30,M70-30,2,I129,2.55066e-05
M70-30,M70-30,3,I129,4.52593e-05
M70-30,M70-30,4,I129,6.49961e-05
M70-30,M70-30,5,I129,8.47254e-05
M70-30,M70-30,6,I129,0.000104443
M70-30,M70-30,7,I129,0.000130715
M70-30,M70-30,8,I129,0.000163539
M70-30,M70-30,9,I129,0.00019634
M70-30,M70-30,10,I129,0.000261896
M70-30,M70-30,11,I129,0.00032737
M70-30,M70-30,12,I129,0.000392782
M70-30,M70-30,13,I129,0.000458136
M70-30,M70-30,14,I129,0.00052343
M70-30,M70-30,15,I129,0.000653776
M70-30,M70-30,16,I129,0.000783891
M70-30,M70-30,17,I129,0.000913712
M70-30,M70-30,18,I129,0.00104324
M70-30,M70-30,19,I129,0.00117248
M70-30,M70-30,20,I129,0.00130138
M70-30,M70-30,21,I129,0.0015583
M70-30,M70-30,22,I129,0.00181386
M70-30,M70-30,23,I129,0.0021947
M70-30,M70-30,24,I129,0.00269765
M70-30,M70-30,25,I129,0.00319529
M70-30,M70-30,0,Nd143,0.0
M70-30,M70-30,1,Nd143,5.38706e-07
M70-30,M70-30,2,Nd143,1.65518e-05
M70-30,M70-30,3,Nd143,5.27127e-05
M70-30,M70-30,4,Nd143,0.000102718
M70-30,M70-30,5,Nd143,0.000161968
M70-30,M70-30,6,Nd143,0.000227379
M70-30,M70-30,7,Nd143,0.000320707
M70-30,M70-30,8,Nd143,0.000443092
M70-30,M70-30,9,Nd143,0.000568781
M70-30,M70-30,10,Nd143,0.000824088
M70-30,M70-30,11,Nd143,0.00108041
M70-30,M70-30,12,Nd143,0.00133625
M70-30,M70-30,13,Nd143,0.00159121
M70-30,M70-30,14,Nd143,0.00184519
M70-30,M70-30,15,Nd143,0.00235048
M70-30,M70-30,16,Nd143,0.0028509
M70-30,M70-30,17,Nd143,0.00334673
M70-30,M70-30,18,Nd143,0.00383771
M70-30,M70-30,19,Nd143,0.00432372
M70-30,M70-30,20,Nd143,0.00480446
M70-30,M70-30,21,Nd143,0.00575127
M70-30,M70-30,22,Nd143,0.00667283
M70-30,M70-30,23,Nd143,0.00800978
M70-30,M70-30,24,Nd143,0.0096948
M70-30,M70-30,25,Nd143,0.0112576
M70-30,M70-30,0,Nd145,0.0
M70-30,M70-30,1,Nd145,1.58067e-05
M70-30,M70-30,2,Nd145,7.08314e-05
M70-30,M70-30,3,Nd145,0.000125784
M70-30,M70-30,4,Nd145,0.000180653
M70-30,M70-30,5,Nd145,0.000235461
M70-30,M70-30,6,Nd145,0.000290198
M70-30,M70-30,7,Nd145,0.000363068
M70-30,M70-30,8,Nd145,0.000454011
M70-30,M70-30,9,Nd145,0.000544782
M70-30,M70-30,10,Nd145,0.000725864
M70-30,M70-30,11,Nd145,0.000906287
M70-30,M70-30,12,Nd145,0.0010861
M70-30,M70-30,13,Nd145,0.00126532
M70-30,M70-30,14,Nd145,0.00144393
M70-30,M70-30,15,Nd145,0.00179917
M70-30,M70-30,16,Nd145,0.00215203
M70-30,M70-30,17,Nd145,0.00250229
M70-30,M70-30,18,Nd145,0.00284998
M70-30,M70-30,19,Nd145,0.00319508
M70-30,M70-30,20,Nd145,0.00353744
M70-30,M70-30,21,Nd145,0.00421413
M70-30,M70-30,22,Nd145,0.00487944
M70-30,M70-30,23,Nd145,0.00585569
M70-30,M70-30,24,Nd145,0.00711442
M70-30,M70-30,25,Nd145,0.00832267
M70-30,M70-30,0,lost,0.0
M70-30,M70-30,1,lost,0.0
M70-30,M70-30,2,lost,0.0
M70-30,M70-30,3,lost,0.0
M70-30,M70-30,4,lost,0.0
M70-30,M70-30,5,lost,0.0
M70-30,M70-30,6,lost,0.0
M70-30,M70-30,7,lost,0.0
M70-30,M70-30,8,lost,0.0
M70-30,M70-30,9,lost,0.0
M70-30,M70-30,10,lost,0.0
M70-30,M70-30,11,lost,0.0
M70-30,M70-30,12,lost,0.0
M70-30,M70-30,13,lost,0.0
M70-30,M70-30,14,lost,0.0
M70-30,M70-30,15,lost,0.0
M70-30,M70-30,16,lost,0.0
M70-30,M70-30,17,lost,0.0
M70-30,M70-30,18,lost,0.0
M70-30,M70-30,19,lost,0.0
M70-30,M70-30,20,lost,0.0
M70-30,M70-30,21,lost,0.0
M70-30,M70-30,22,lost,0.0
M70-30,M70-30,23,lost,0.0
M70-30,M70-30,24,lost,0.0
M70-30,M70-30,25,lost,0.0
M70-30,M70-30,0,total,10.4
M70-30,M70-30,1,total,10.4
M70-30,M70-30,2,total,10.4
M70-30,M70-30,3,total,10.4
M70-30,M70-30,4,total,10.4
M70-30,M70-30,5,total,10.4
M70-30,M70-30,6,total,10.4
M70-30,M70-30,7,total,10.3999
M70-30,M70-30,8,total,10.3999
M70-30,M70-30,9,total,10.3999
M70-30,M70-30,10,total,10.3999
M70-30,M70-30,11,total,10.3999
M70-30,M70-30,12,total,10.3999
M70-30,M70-30,13,total,10.3998
M70-30,M70-30,14,total,10.3998
M70-30,M70-30,15,total,10.3998
M70-30,M70-30,16,total,10.3997
M70-30,M70-30,17,total,10.3997
M70-30,M70-30,18,total,10.3997
M70-30,M70-30,19,total,10.3996
M70-30,M70-30,20,total,10.3996
M70-30,M70-30,21,total,10.3995
M70-30,M70-30,22,total,10.3995
M70-30,M70-30,23,total,10.3994
M70-30,M70-30,24,total,10.3993
M70-30,M70-30,25,total,10.3993
M70-30,mox43,0,Th232,0.0
M70-30,mox43,1,Th232,8.20128e-16
M70-30,mox43,2,Th232,1.31322e-14
M70-30,mox43,3,Th232,4.01801e-14
M70-30,mox43,4,Th232,8.18874e-14
M70-30,mox43,5,Th232,1.38182e-13
M70-30,mox43,6,Th232,2.08989e-13
M70-30,mox43,7,Th232,3.25842e-13
M70-30,mox43,8,Th232,5.07732e-13
M70-30,mox43,9,Th232,7.29081e-13
M70-30,mox43,10,Th232,1.2888e-12
M70-30,mox43,11,Th232,2.00198e-12
M70-30,mox43,12,Th232,2.86567e-12
M70-30,mox43,13,Th232,3.87689e-12
M70-30,mox43,14,Th232,5.03272e-12
M70-30,mox43,15,Th232,7.76714e-12
M70-30,mox43,16,Th232,1.10454e-11
M70-30,mox43,17,Th232,1.48449e-11
M70-30,mox43,18,Th232,1.91434e-11
M70-30,mox43,19,Th232,2.39192e-11
M70-30,mox43,20,Th232,2.91508e-11
M70-30,mox43,21,Th232,4.08999e-11
M70-30,mox43,22,Th232,5.42214e-11
M70-30,mox43,23,Th232,7.68152e-11
M70-30,mox43,24,Th232,1.1102e-10
M70-30,mox43,25,Th232,1.48849e-10
M70-30,mox43,0,Th233,0.0
M70-30,mox43,1,Th233,5.10071e-20
M70-30,mox43,2,Th233,2.02189e-19
M70-30,mox43,3,Th233,3.50357e-19
M70-30,mox43,4,Th233,5.00576e-19
M70-30,mox43,5,Th233,6.55402e-19
M70-30,mox43,6,Th233,8.23047e-19
M70-30,mox43,7,Th233,1.06548e-18
M70-30,mox43,8,Th233,1.40446e-18
M70-30,mox43,9,Th233,1.79165e-18
M70-30,mox43,10,Th233,2.73393e-18
M70-30,mox43,11,Th233,3.90626e-18
M70-30,mox43,12,Th233,5.315e-18
M70-30,mox43,13,Th233,6.97511e-18
M70-30,mox43,14,Th233,8.88435e-18
M70-30,mox43,15,Th233,1.34223e-17
M70-30,mox43,16,Th233,1.89356e-17
M70-30,mox43,17,Th233,2.53556e-17
M70-30,mox43,18,Th233,3.28681e-17
M70-30,mox43,19,Th233,4.11851e-17
M70-30,mox43,20,Th233,5.03984e-17
M70-30,mox43,21,Th233,7.11761e-17
M70-30,mox43,22,Th233,9.5954e-17
M70-30,mox43,23,Th233,1.38118e-16
M70-30,mox43,24,Th233,2.04983e-16
M70-30,mox43,25,Th233,2.82061e-16
M70-30,mox43,0,Pa233,0.0
M70-30,mox43,1,Pa233,4.31845e-16
M70-30,mox43,2,Pa233,1.9945e-14
M70-30,mox43,3,Pa233,8.50591e-14
M70-30,mox43,4,Pa233,2.0216e-13
M70-30,mox43,5,Pa233,3.68236e-13
M70-30,mox43,6,Pa233,5.77096e-13
M70-30,mox43,7,Pa233,9.10838e-13
M70-30,mox43,8,Pa233,1.39737e-12
M70-30,mox43,9,Pa233,1.94059e-12
M70-30,mox43,10,Pa233,3.13627e-12
M70-30,mox43,11,Pa233,4.41547e-12
M70-30,mox43,12,Pa233,5.73506e-12
M70-30,mox43,13,Pa233,7.07241e-12
M70-30,mox43,14,Pa233,8.41588e-12
M70-30,mox43,15,Pa233,1.11028e-11
M70-30,mox43,16,Pa233,1.37731e-11
M70-30,mox43,17,Pa233,1.64181e-11
M70-30,mox43,18,Pa233,1.90355e-11
M70-30,mox43,19,Pa233,2.1623e-11
M70-30,mox43,20,Pa233,2.41785e-11
M70-30,mox43,21,Pa233,2.91667e-11
M70-30,mox43,22,Pa233,3.39902e-11
M70-30,mox43,23,Pa233,4.09163e-11
M70-30,mox43,24,Pa233,4.94864e-11
M70-30,mox43,25,Pa233,5.72454e-11
M70-30,mox43,0,Pa234,0.0
M70-30,mox43,1,Pa234,9.02412e-14
M70-30,mox43,2,Pa234,3.68137e-13
M70-30,mox43,3,Pa234,5.89942e-13
M70-30,mox43,4,Pa234,7.66952e-13
M70-30,mox43,5,Pa234,9.08203e-13
M70-30,mox43,6,Pa234,1.02091e-12
M70-30,mox43,7,Pa234,1.13656e-12
M70-30,mox43,8,Pa234,1.23977e-12
M70-30,mox43,9,Pa234,1.31053e-12
M70-30,mox43,10,Pa234,1.39219e-12
M70-30,mox43,11,Pa234,1.43028e-12
M70-30,mox43,12,Pa234,1.44781e-12
M70-30,mox43,13,Pa234,1.45564e-12
M70-30,mox43,14,Pa234,1.45889e-12
M70-30,mox43,15,Pa234,1.46004e-12
M70-30,mox43,16,Pa234,1.45897e-12
M70-30,mox43,17,Pa234,1.4574e-12
M70-30,mox43,18,Pa234,1.45569e-12
M70-30,mox43,19,Pa234,1.45396e-12
M70-30,mox43,20,Pa234,1.45219e-12
M70-30,mox43,21,Pa234,1.44863e-12
M70-30,mox43,22,Pa234,1.44499e-12
M70-30,mox43,23,Pa234,1.43942e-12
M70-30,mox43,24,Pa234,1.43176e-12
M70-30,mox43,25,Pa234,1.42384e-12
M70-30,mox43,0,U233,0.0
M70-30,mox43,1,U233,7.16686e-12
M70-30,mox43,2,U233,2.93377e-11
M70-30,mox43,3,U233,5.24406e-11
M70-30,mox43,4,U233,7.68614e-11
M70-30,mox43,5,U233,1.00145e-10
M70-30,mox43,6,U233,1.24453e-10
M70-30,mox43,7,U233,1.56103e-10
M70-30,mox43,8,U233,1.94026e-10
M70-30,mox43,9,U233,2.33228e-10
M70-30,mox43,10,U233,3.12847e-10
M70-30,mox43,11,U233,3.98427e-10
M70-30,mox43,12,U233,4.82226e-10
M70-30,mox43,13,U233,5.6665e-10
M70-30,mox43,14,U233,6.48918e-10
M70-30,mox43,15,U233,8.2315e-10
M70-30,mox43,16,U233,9.97672e-10
M70-30,mox43,17,U233,1.17566e-09
M70-30,mox43,18,U233,1.34895e-09
M70-30,mox43,19,U233,1.52708e-09
M70-30,mox43,20,U233,1.70558e-09
M70-30,mox43,21,U233,2.06512e-09
M70-30,mox43,22,U233,2.41954e-09
M70-30,mox43,23,U233,2.95212e-09
M70-30,mox43,24,U233,3.66688e-09
M70-30,mox43,25,U233,4.35339e-09
M70-30,mox43,0,U234,0.0
M70-30,mox43,1,U234,4.06588e-07
M70-30,mox43,2,U234,1.62095e-06
M70-30,mox43,3,U234,2.82703e-06
M70-30,mox43,4,U234,4.02507e-06
M70-30,mox43,5,U234,5.21521e-06
M70-30,mox43,6,U234,6.3977e-06
M70-30,mox43,7,U234,7.96289e-06
M70-30,mox43,8,U234,9.9012e-06
M70-30,mox43,9,U234,1.18206e-05
M70-30,mox43,10,U234,1.56051e-05
M70-30,mox43,11,U234,1.93224e-05
M70-30,mox43,12,U234,2.29779e-05
M70-30,mox43,13,U234,2.65754e-05
M70-30,mox43,14,U234,3.01212e-05
M70-30,mox43,15,U234,3.70712e-05
M70-30,mox43,16,U234,4.38485e-05
M70-30,mox43,17,U234,5.04843e-05
M70-30,mox43,18,U234,5.6993e-05
M70-30,mox43,19,U234,6.33925e-05
M70-30,mox43,20,U234,6.96863e-05
M70-30,mox43,21,U234,8.20198e-05
M70-30,mox43,22,U234,9.40517e-05
M70-30,mox43,23,U234,0.000111619
M70-30,mox43,24,U234,0.000134282
M70-30,mox43,25,U234,0.000156166
M70-30,mox43,0,U235,0.0206281
M70-30,mox43,1,U235,0.0205951
M70-30,mox43,2,U235,0.0204964
M70-30,mox43,3,U235,0.020398
M70-30,mox43,4,U235,0.0202999
M70-30,mox43,5,U235,0.020202
M70-30,mox43,6,U235,0.0201045
M70-30,mox43,7,U235,0.0199748
M70-30,mox43,8,U235,0.0198134
M70-30,mox43,9,U235,0.0196528
M70-30,mox43,10,U235,0.019334
M70-30,mox43,11,U235,0.0190183
M70-30,mox43,12,U235,0.018706
M70-30,mox43,13,U235,0.018397
M70-30,mox43,14,U235,0.0180911
M70-30,mox43,15,U235,0.0174892
M70-30,mox43,16,U235,0.0169006
M70-30,mox43,17,U235,0.0163244
M70-30,mox43,18,U235,0.0157612
M70-30,mox43,19,U235,0.0152112
M70-30,mox43,20,U235,0.0146737
M70-30,mox43,21,U235,0.013637
M70-30,mox43,22,U235,0.0126499
M70-30,mox43,23,U235,0.0112626
M70-30,mox43,24,U235,0.00958343
M70-30,mox43,25,U235,0.00809185
M70-30,mox43,0,U236,0.0
M70-30,mox43,1,U236,7.904e-06
M70-30,mox43,2,U236,3.1636e-05
M70-30,mox43,3,U236,5.52726e-05
M70-30,mox43,4,U236,7.87847e-05
M70-30,mox43,5,U236,0.000102216
M70-30,mox43,6,U236,0.000125518
M70-30,mox43,7,U236,0.000156435
M70-30,mox43,8,U236,0.000194805
M70-30,mox43,9,U236,0.000232856
M70-30,mox43,10,U236,0.000308061
M70-30,mox43,11,U236,0.000381938
M70-30,mox43,12,U236,0.000454555
M70-30,mox43,13,U236,0.000525882
M70-30,mox43,14,U236,0.00059597
M70-30,mox43,15,U236,0.000732414
M70-30,mox43,16,U236,0.000863802
M70-30,mox43,17,U236,0.000990446
M70-30,mox43,18,U236,0.00111231
M70-30,mox43,19,U236,0.00122939
M70-30,mox43,20,U236,0.00134197
M70-30,mox43,21,U236,0.0015533
M70-30,mox43,22,U236,0.00174716
M70-30,mox43,23,U236,0.00200622
M70-30,mox43,24,U236,0.00229555
M70-30,mox43,25,U236,0.00252516
M70-30,mox43,0,U237,0.0
M70-30,mox43,1,U237,3.5493e-06
M70-30,mox43,2,U237,1.00454e-05
M70-30,mox43,3,U237,1.29996e-05
M70-30,mox43,4,U237,1.43744e-05
M70-30,mox43,5,U237,1.49975e-05
M70-30,mox43,6,U237,1.53549e-05
M70-30,mox43,7,U237,1.55954e-05
M70-30,mox43,8,U237,1.57879e-05
M70-30,mox43,9,U237,1.58984e-05
M70-30,mox43,10,U237,1.61629e-05
M70-30,mox43,11,U237,1.63954e-05
M70-30,mox43,12,U237,1.65988e-05
M70-30,mox43,13,U237,1.6809e-05
M70-30,mox43,14,U237,1.69758e-05
M70-30,mox43,15,U237,1.74179e-05
M70-30,mox43,16,U237,1.7756e-05
M70-30,mox43,17,U237,1.81678e-05
M70-30,mox43,18,U237,1.84883e-05
M70-30,mox43,19,U237,1.89115e-05
M70-30,mox43,20,U237,1.91818e-05
M70-30,mox43,21,U237,1.97382e-05
M70-30,mox43,22,U237,2.03491e-05
M70-30,mox43,23,U237,2.11626e-05
M70-30,mox43,24,U237,2.20749e-05
M70-30,mox43,25,U237,2.29503e-05
M70-30,mox43,0,U238,8.7534
M70-30,mox43,1,U238,8.75284
M70-30,mox43,2,U238,8.75113
M70-30,mox43,3,U238,8.74941
M70-30,mox43,4,U238,8.7477
M70-30,mox43,5,U238,8.74598
M70-30,mox43,6,U238,8.74425
M70-30,mox43,7,U238,8.74195
M70-30,mox43,8,U238,8.73906
M70-30,mox43,9,U238,8.73617
M70-30,mox43,10,U238,8.73035
M70-30,mox43,11,U238,8.72452
M70-30,mox43,12,U238,8.71866
M70-30,mox43,13,U238,8.71278
M70-30,mox43,14,U238,8.70688
M70-30,mox43,15,U238,8.69501
M70-30,mox43,16,U238,8.68306
M70-30,mox43,17,U238,8.67103
M70-30,mox43,18,U238,8.65891
M70-30,mox43,19,U238,8.64671
M70-30,mox43,20,U238,8.63444
M70-30,mox43,21,U238,8.60963
M70-30,mox43,22,U238,8.58448
M70-30,mox43,23,U238,8.54618
M70-30,mox43,24,U238,8.494
M70-30,mox43,25,U238,8.44056
M70-30,mox43,0,Np237,0.0
M70-30,mox43,1,Np237,5.43221e-07
M70-30,mox43,2,Np237,6.46812e-06
M70-30,mox43,3,Np237,1.59552e-05
M70-30,mox43,4,Np237,2.70421e-05
M70-30,mox43,5,Np237,3.8832e-05
M70-30,mox43,6,Np237,5.09403e-05
M70-30,mox43,7,Np237,6.73021e-05
M70-30,mox43,8,Np237,8.78819e-05
M70-30,mox43,9,Np237,0.000108475
M70-30,mox43,10,Np237,0.000149677
M70-30,mox43,11,Np237,0.000190815
M70-30,mox43,12,Np237,0.000231805
M70-30,mox43,13,Np237,0.000272636
M70-30,mox43,14,Np237,0.000313228
M70-30,mox43,15,Np237,0.00039411
M70-30,mox43,16,Np237,0.00047403
M70-30,mox43,17,Np237,0.000553168
M70-30,mox43,18,Np237,0.000631213
M70-30,mox43,19,Np237,0.000708518
M70-30,mox43,20,Np237,0.000784477
M70-30,mox43,21,Np237,0.000932502
M70-30,mox43,22,Np237,0.00107547
M70-30,mox43,23,Np237,0.00128016
M70-30,mox43,24,Np237,0.00153213
M70-30,mox43,25,Np237,0.0017592
M70-30,mox43,0,Np239,0.0
M70-30,mox43,1,Np239,0.000341245
M70-30,mox43,2,Np239,0.000616226
M70-30,mox43,3,Np239,0.000645697
M70-30,mox43,4,Np239,0.000649941
M70-30,mox43,5,Np239,0.000651842
M70-30,mox43,6,Np239,0.000652925
M70-30,mox43,7,Np239,0.000654561
M70-30,mox43,8,Np239,0.000655941
M70-30,mox43,9,Np239,0.000657915
