case,material,step,isotope,adens_atoms_per_barn_cm
mox1,mox70,19,Pu240,0.000372169
mox1,mox70,20,Pu240,0.000371333
mox1,mox70,21,Pu240,0.000368598
mox1,mox70,22,Pu240,0.000364545
mox1,mox70,23,Pu240,0.000356176
mox1,mox70,24,Pu240,0.000341263
mox1,mox70,25,Pu240,0.000323078
mox1,mox70,0,Pu241,0.00017733
mox1,mox70,1,Pu241,0.000177526
mox1,mox70,2,Pu241,0.000178128
mox1,mox70,3,Pu241,0.000178724
mox1,mox70,4,Pu241,0.000179318
mox1,mox70,5,Pu241,0.000179909
mox1,mox70,6,Pu241,0.000180493
mox1,mox70,7,Pu241,0.000181262
mox1,mox70,8,Pu241,0.000182213
mox1,mox70,9,Pu241,0.000183145
mox1,mox70,10,Pu241,0.000184955
mox1,mox70,11,Pu241,0.000186696
mox1,mox70,12,Pu241,0.000188367
mox1,mox70,13,Pu241,0.000189962
mox1,mox70,14,Pu241,0.00019149
mox1,mox70,15,Pu241,0.000194314
mox1,mox70,16,Pu241,0.000196859
mox1,mox70,17,Pu241,0.00019911
mox1,mox70,18,Pu241,0.00020108
mox1,mox70,19,Pu241,0.000202761
mox1,mox70,20,Pu241,0.000204162
mox1,mox70,21,Pu241,0.000206148
mox1,mox70,22,Pu241,0.000207086
mox1,mox70,23,Pu241,0.000206626
mox1,mox70,24,Pu241,0.000202902
mox1,mox70,25,Pu241,0.000196036
mox1,mox70,0,Pu242,8.94166e-05
mox1,mox70,1,Pu242,8.94549e-05
mox1,mox70,2,Pu242,8.95763e-05
mox1,mox70,3,Pu242,8.96992e-05
mox1,mox70,4,Pu242,8.9824e-05
mox1,mox70,5,Pu242,8.99502e-05
mox1,mox70,6,Pu242,9.00786e-05
mox1,mox70,7,Pu242,9.02525e-05
mox1,mox70,8,Pu242,9.04743e-05
mox1,mox70,9,Pu242,9.07025e-05
mox1,mox70,10,Pu242,9.11742e-05
mox1,mox70,11,Pu242,9.16683e-05
mox1,mox70,12,Pu242,9.21854e-05
mox1,mox70,13,Pu242,9.27233e-05
mox1,mox70,14,Pu242,9.32835e-05
mox1,mox70,15,Pu242,9.44649e-05
mox1,mox70,16,Pu242,9.57328e-05
mox1,mox70,17,Pu242,9.70773e-05
mox1,mox70,18,Pu242,9.85008e-05
mox1,mox70,19,Pu242,9.99926e-05
mox1,mox70,20,Pu242,0.000101561
mox1,mox70,21,Pu242,0.000104891
mox1,mox70,22,Pu242,0.000108471
mox1,mox70,23,Pu242,0.000114197
mox1,mox70,24,Pu242,0.000122299
mox1,mox70,25,Pu242,0.000130697
mox1,mox70,0,Am241,1.73162e-05
mox1,mox70,1,Am241,1.73237e-05
mox1,mox70,2,Am241,1.73453e-05
mox1,mox70,3,Am241,1.73669e-05
mox1,mox70,4,Am241,1.73885e-05
mox1,mox70,5,Am241,1.74101e-05
mox1,mox70,6,Am241,1.74318e-05
mox1,mox70,7,Am241,1.74609e-05
mox1,mox70,8,Am241,1.74973e-05
mox1,mox70,9,Am241,1.75338e-05
mox1,mox70,10,Am241,1.76075e-05
mox1,mox70,11,Am241,1.76815e-05
mox1,mox70,12,Am241,1.77553e-05
mox1,mox70,13,Am241,1.78289e-05
mox1,mox70,14,Am241,1.79018e-05
mox1,mox70,15,Am241,1.80445e-05
mox1,mox70,16,Am241,1.81809e-05
mox1,mox70,17,Am241,1.83084e-05
mox1,mox70,18,Am241,1.84247e-05
mox1,mox70,19,Am241,1.85286e-05
mox1,mox70,20,Am241,1.86175e-05
mox1,mox70,21,Am241,1.87452e-05
mox1,mox70,22,Am241,1.87987e-05
mox1,mox70,23,Am241,1.87265e-05
mox1,mox70,24,Am241,1.83304e-05
mox1,mox70,25,Am241,1.7598e-05
mox1,mox70,0,Am243,0.0
mox1,mox70,1,Am243,9.65354e-08
mox1,mox70,2,Am243,4.25075e-07
mox1,mox70,3,Am243,7.52196e-07
mox1,mox70,4,Am243,1.07759e-06
mox1,mox70,5,Am243,1.40136e-06
mox1,mox70,6,Am243,1.7231e-06
mox1,mox70,7,Am243,2.1492e-06
mox1,mox70,8,Am243,2.67741e-06
mox1,mox70,9,Am243,3.19962e-06
mox1,mox70,10,Am243,4.23004e-06
mox1,mox70,11,Am243,5.2391e-06
mox1,mox70,12,Am243,6.228e-06
mox1,mox70,13,Am243,7.19794e-06
mox1,mox70,14,Am243,8.14922e-06
mox1,mox70,15,Am243,9.9999e-06
mox1,mox70,16,Am243,1.178e-05
mox1,mox70,17,Am243,1.35031e-05
mox1,mox70,18,Am243,1.51677e-05
mox1,mox70,19,Am243,1.67823e-05
mox1,mox70,20,Am243,1.83418e-05
mox1,mox70,21,Am243,2.13232e-05
mox1,mox70,22,Am243,2.41334e-05
mox1,mox70,23,Am243,2.80908e-05
mox1,mox70,24,Am243,3.29605e-05
mox1,mox70,25,Am243,3.7398e-05
mox1,mox70,0,Xe135,0.0
mox1,mox70,1,Xe135,2.33727e-08
mox1,mox70,2,Xe135,2.35938e-08
mox1,mox70,3,Xe135,2.35813e-08
mox1,mox70,4,Xe135,2.35627e-08
mox1,mox70,5,Xe135,2.3533e-08
mox1,mox70,6,Xe135,2.35087e-08
mox1,mox70,7,Xe135,2.34603e-08
mox1,mox70,8,Xe135,2.34031e-08
mox1,mox70,9,Xe135,2.33421e-08
mox1,mox70,10,Xe135,2.31858e-08
mox1,mox70,11,Xe135,2.30625e-08
mox1,mox70,12,Xe135,2.29365e-08
mox1,mox70,13,Xe135,2.2799e-08
mox1,mox70,14,Xe135,2.2675e-08
mox1,mox70,15,Xe135,2.23472e-08
mox1,mox70,16,Xe135,2.20786e-08
mox1,mox70,17,Xe135,2.18059e-08
mox1,mox70,18,Xe135,2.15408e-08
mox1,mox70,19,Xe135,2.12619e-08
mox1,mox70,20,Xe135,2.09868e-08
mox1,mox70,21,Xe135,2.03367e-08
mox1,mox70,22,Xe135,1.98033e-08
mox1,mox70,23,Xe135,1.89152e-08
mox1,mox70,24,Xe135,1.78112e-08
mox1,mox70,25,Xe135,1.68216e-08
mox1,mox70,0,Sm149,0.0
mox1,mox70,1,Sm149,9.14272e-09
mox1,mox70,2,Sm149,7.648e-08
mox1,mox70,3,Sm149,1.38501e-07
mox1,mox70,4,Sm149,1.85544e-07
mox1,mox70,5,Sm149,2.20498e-07
mox1,mox70,6,Sm149,2.46443e-07
mox1,mox70,7,Sm149,2.70992e-07
mox1,mox70,8,Sm149,2.90764e-07
mox1,mox70,9,Sm149,3.0282e-07
mox1,mox70,10,Sm149,3.14903e-07
mox1,mox70,11,Sm149,3.19742e-07
mox1,mox70,12,Sm149,3.21736e-07
mox1,mox70,13,Sm149,3.22501e-07
mox1,mox70,14,Sm149,3.22885e-07
mox1,mox70,15,Sm149,3.22888e-07
mox1,mox70,16,Sm149,3.21649e-07
mox1,mox70,17,Sm149,3.19897e-07
mox1,mox70,18,Sm149,3.17651e-07
mox1,mox70,19,Sm149,3.1495e-07
mox1,mox70,20,Sm149,3.1181e-07
mox1,mox70,21,Sm149,3.05257e-07
mox1,mox70,22,Sm149,2.97996e-07
mox1,mox70,23,Sm149,2.86193e-07
mox1,mox70,24,Sm149,2.70179e-07
mox1,mox70,25,Sm149,2.53178e-07
mox1,mox70,0,Cs137,0.0
mox1,mox70,1,Cs137,1.63583e-07
mox1,mox70,2,Cs137,6.54436e-07
mox1,mox70,3,Cs137,1.14508e-06
mox1,mox70,4,Cs137,1.63533e-06
mox1,mox70,5,Cs137,2.12523e-06
mox1,mox70,6,Cs137,2.61486e-06
mox1,mox70,7,Cs137,3.26718e-06
mox1,mox70,8,Cs137,4.0818e-06
mox1,mox70,9,Cs137,4.89566e-06
mox1,mox70,10,Cs137,6.52089e-06
mox1,mox70,11,Cs137,8.14255e-06
mox1,mox70,12,Cs137,9.76092e-06
mox1,mox70,13,Cs137,1.13755e-05
mox1,mox70,14,Cs137,1.2987e-05
mox1,mox70,15,Cs137,1.61987e-05
mox1,mox70,16,Cs137,1.93973e-05
mox1,mox70,17,Cs137,2.25819e-05
mox1,mox70,18,Cs137,2.57536e-05
mox1,mox70,19,Cs137,2.89101e-05
mox1,mox70,20,Cs137,3.20536e-05
mox1,mox70,21,Cs137,3.82971e-05
mox1,mox70,22,Cs137,4.44853e-05
mox1,mox70,23,Cs137,5.3662e-05
mox1,mox70,24,Cs137,6.56961e-05
mox1,mox70,25,Cs137,7.75137e-05
mox1,mox70,0,Sr90,0.0
mox1,mox70,1,Sr90,5.41139e-08
mox1,mox70,2,Sr90,2.16502e-07
mox1,mox70,3,Sr90,3.78781e-07
mox1,mox70,4,Sr90,5.4089e-07
mox1,mox70,5,Sr90,7.02832e-07
mox1,mox70,6,Sr90,8.64642e-07
mox1,mox70,7,Sr90,1.08014e-06
mox1,mox70,8,Sr90,1.34913e-06
mox1,mox70,9,Sr90,1.61773e-06
mox1,mox70,10,Sr90,2.15366e-06
mox1,mox70,11,Sr90,2.68784e-06
mox1,mox70,12,Sr90,3.22036e-06
mox1,mox70,13,Sr90,3.75106e-06
mox1,mox70,14,Sr90,4.28017e-06
mox1,mox70,15,Sr90,5.33294e-06
mox1,mox70,16,Sr90,6.3791e-06
mox1,mox70,17,Sr90,7.41841e-06
mox1,mox70,18,Sr90,8.45119e-06
mox1,mox70,19,Sr90,9.47675e-06
mox1,mox70,20,Sr90,1.04958e-05
mox1,mox70,21,Sr90,1.25133e-05
mox1,mox70,22,Sr90,1.45041e-05
mox1,mox70,23,Sr90,1.74403e-05
mox1,mox70,24,Sr90,2.12628e-05
mox1,mox70,25,Sr90,2.49866e-05
mox1,mox70,0,I129,0.0
mox1,mox70,1,I129,2.7335e-08
mox1,mox70,2,I129,1.21413e-07
mox1,mox70,3,I129,2.1544e-07
mox1,mox70,4,I129,3.09388e-07
mox1,mox70,5,I129,4.0326e-07
mox1,mox70,6,I129,4.97069e-07
mox1,mox70,7,I129,6.2203e-07
mox1,mox70,8,I129,7.78042e-07
mox1,mox70,9,I129,9.33858e-07
mox1,mox70,10,I129,1.24485e-06
mox1,mox70,11,I129,1.55492e-06
mox1,mox70,12,I129,1.8641e-06
mox1,mox70,13,I129,2.17228e-06
mox1,mox70,14,I129,2.47961e-06
mox1,mox70,15,I129,3.09129e-06
mox1,mox70,16,I129,3.6993e-06
mox1,mox70,17,I129,4.30348e-06
mox1,mox70,18,I129,4.90399e-06
mox1,mox70,19,I129,5.50043e-06
mox1,mox70,20,I129,6.09319e-06
mox1,mox70,21,I129,7.26682e-06
mox1,mox70,22,I129,8.42517e-06
mox1,mox70,23,I129,1.01337e-05
mox1,mox70,24,I129,1.23576e-05
mox1,mox70,25,I129,1.45235e-05
mox1,mox70,0,Nd143,0.0
mox1,mox70,1,Nd143,2.30034e-09
mox1,mox70,2,Nd143,7.06663e-08
mox1,mox70,3,Nd143,2.25041e-07
mox1,mox70,4,Nd143,4.38508e-07
mox1,mox70,5,Nd143,6.91403e-07
mox1,mox70,6,Nd143,9.70524e-07
mox1,mox70,7,Nd143,1.36866e-06
mox1,mox70,8,Nd143,1.89048e-06
mox1,mox70,9,Nd143,2.42599e-06
mox1,mox70,10,Nd143,3.51234e-06
mox1,mox70,11,Nd143,4.60069e-06
mox1,mox70,12,Nd143,5.68441e-06
mox1,mox70,13,Nd143,6.76163e-06
mox1,mox70,14,Nd143,7.83188e-06
mox1,mox70,15,Nd143,9.95312e-06
mox1,mox70,16,Nd143,1.20424e-05
mox1,mox70,17,Nd143,1.41013e-05
mox1,mox70,18,Nd143,1.61297e-05
mox1,mox70,19,Nd143,1.81261e-05
mox1,mox70,20,Nd143,2.009e-05
mox1,mox70,21,Nd143,2.39255e-05
mox1,mox70,22,Nd143,2.76148e-05
mox1,mox70,23,Nd143,3.28853e-05
mox1,mox70,24,Nd143,3.93718e-05
mox1,mox70,25,Nd143,4.52067e-05
mox1,mox70,0,Nd145,0.0
mox1,mox70,1,Nd145,6.67693e-08
mox1,mox70,2,Nd145,2.99148e-07
mox1,mox70,3,Nd145,5.31234e-07
mox1,mox70,4,Nd145,7.62958e-07
mox1,mox70,5,Nd145,9.94329e-07
mox1,mox70,6,Nd145,1.22538e-06
mox1,mox70,7,Nd145,1.53293e-06
mox1,mox70,8,Nd145,1.9165e-06
mox1,mox70,9,Nd145,2.29919e-06
mox1,mox70,10,Nd145,3.06182e-06
mox1,mox70,11,Nd145,3.82057e-06
mox1,mox70,12,Nd145,4.57561e-06
mox1,mox70,13,Nd145,5.32675e-06
mox1,mox70,14,Nd145,6.07422e-06
mox1,mox70,15,Nd145,7.5573e-06
mox1,mox70,16,Nd145,9.02543e-06
mox1,mox70,17,Nd145,1.0478e-05
mox1,mox70,18,Nd145,1.19154e-05
mox1,mox70,19,Nd145,1.33366e-05
mox1,mox70,20,Nd145,1.47424e-05
mox1,mox70,21,Nd145,1.7506e-05
mox1,mox70,22,Nd145,2.02047e-05
mox1,mox70,23,Nd145,2.41303e-05
mox1,mox70,24,Nd145,2.91273e-05
mox1,mox70,25,Nd145,3.38509e-05
mox1,mox70,0,lost,0.0
mox1,mox70,1,lost,1.59416e-13
mox1,mox70,2,lost,6.42731e-13
mox1,mox70,3,lost,1.12791e-12
mox1,mox70,4,lost,1.61441e-12
mox1,mox70,5,lost,2.10202e-12
mox1,mox70,6,lost,2.59129e-12
mox1,mox70,7,lost,3.2453e-12
mox1,mox70,8,lost,4.06547e-12
mox1,mox70,9,lost,4.88834e-12
mox1,mox70,10,lost,6.54123e-12
mox1,mox70,11,lost,8.20373e-12
mox1,mox70,12,lost,9.87657e-12
mox1,mox70,13,lost,1.15587e-11
mox1,mox70,14,lost,1.325e-11
mox1,mox70,15,lost,1.66595e-11
mox1,mox70,16,lost,2.01053e-11
mox1,mox70,17,lost,2.35852e-11
mox1,mox70,18,lost,2.71013e-11
mox1,mox70,19,lost,3.06498e-11
mox1,mox70,20,lost,3.4235e-11
mox1,mox70,21,lost,4.15068e-11
mox1,mox70,22,lost,4.89159e-11
mox1,mox70,23,lost,6.0289e-11
mox1,mox70,24,lost,7.59312e-11
mox1,mox70,25,lost,9.21141e-11
mox1,mox70,0,total,0.0695504
mox1,mox70,1,total,0.0695529
mox1,mox70,2,total,0.0695605
mox1,mox70,3,total,0.069568
mox1,mox70,4,total,0.0695756
mox1,mox70,5,total,0.0695831
mox1,mox70,6,total,0.0695907
mox1,mox70,7,total,0.0696007
mox1,mox70,8,total,0.0696133
mox1,mox70,9,total,0.069626
mox1,mox70,10,total,0.0696512
mox1,mox70,11,total,0.0696764
mox1,mox70,12,total,0.0697017
mox1,mox70,13,total,0.069727
mox1,mox70,14,total,0.0697523
mox1,mox70,15,total,0.0698029
mox1,mox70,16,total,0.0698536
mox1,mox70,17,total,0.0699042
mox1,mox70,18,total,0.0699549
mox1,mox70,19,total,0.0700056
mox1,mox70,20,total,0.0700562
mox1,mox70,21,total,0.0701575
mox1,mox70,22,total,0.0702587
mox1,mox70,23,total,0.0704103
mox1,mox70,24,total,0.0706119
mox1,mox70,25,total,0.0708129
mox1,mox87,0,Th232,0.0
mox1,mox87,1,Th232,1.83072e-18
mox1,mox87,2,Th232,2.93558e-17
mox1,mox87,3,Th232,8.98807e-17
mox1,mox87,4,Th232,1.83292e-16
mox1,mox87,5,Th232,3.09461e-16
mox1,mox87,6,Th232,4.68249e-16
mox1,mox87,7,Th232,7.30496e-16
mox1,mox87,8,Th232,1.13911e-15
mox1,mox87,9,Th232,1.63691e-15
mox1,mox87,10,Th232,2.89761e-15
mox1,mox87,11,Th232,4.50759e-15
mox1,mox87,12,Th232,6.46186e-15
mox1,mox87,13,Th232,8.75545e-15
mox1,mox87,14,Th232,1.13835e-14
mox1,mox87,15,Th232,1.76241e-14
mox1,mox87,16,Th232,2.51428e-14
mox1,mox87,17,Th232,3.38994e-14
mox1,mox87,18,Th232,4.38551e-14
mox1,mox87,19,Th232,5.49712e-14
mox1,mox87,20,Th232,6.72098e-14
mox1,mox87,21,Th232,9.49046e-14
mox1,mox87,22,Th232,1.26625e-13
mox1,mox87,23,Th232,1.81099e-13
mox1,mox87,24,Th232,2.65031e-13
mox1,mox87,25,Th232,3.59649e-13
mox1,mox87,0,Th233,0.0
mox1,mox87,1,Th233,1.29857e-22
mox1,mox87,2,Th233,5.11903e-22
mox1,mox87,3,Th233,8.79589e-22
mox1,mox87,4,Th233,1.24432e-21
mox1,mox87,5,Th233,1.61414e-21
mox1,mox87,6,Th233,2.01461e-21
mox1,mox87,7,Th233,2.57422e-21
mox1,mox87,8,Th233,3.36118e-21
mox1,mox87,9,Th233,4.25184e-21
mox1,mox87,10,Th233,6.39615e-21
mox1,mox87,11,Th233,9.06657e-21
mox1,mox87,12,Th233,1.2324e-20
mox1,mox87,13,Th233,1.61877e-20
mox1,mox87,14,Th233,2.05286e-20
mox1,mox87,15,Th233,3.10351e-20
mox1,mox87,16,Th233,4.38881e-20
mox1,mox87,17,Th233,5.9265e-20
mox1,mox87,18,Th233,7.68774e-20
mox1,mox87,19,Th233,9.70004e-20
mox1,mox87,20,Th233,1.19298e-19
mox1,mox87,21,Th233,1.70399e-19
mox1,mox87,22,Th233,2.30467e-19
mox1,mox87,23,Th233,3.38268e-19
mox1,mox87,24,Th233,5.10423e-19
mox1,mox87,25,Th233,7.18988e-19
mox1,mox87,0,Pa233,0.0
mox1,mox87,1,Pa233,1.24535e-18
mox1,mox87,2,Pa233,5.31782e-17
mox1,mox87,3,Pa233,2.24111e-16
mox1,mox87,4,Pa233,5.30264e-16
mox1,mox87,5,Pa233,9.63604e-16
mox1,mox87,6,Pa233,1.50813e-15
mox1,mox87,7,Pa233,2.37802e-15
mox1,mox87,8,Pa233,3.64561e-15
mox1,mox87,9,Pa233,5.05998e-15
mox1,mox87,10,Pa233,8.17132e-15
mox1,mox87,11,Pa233,1.14979e-14
mox1,mox87,12,Pa233,1.49307e-14
mox1,mox87,13,Pa233,1.84157e-14
mox1,mox87,14,Pa233,2.19253e-14
mox1,mox87,15,Pa233,2.89513e-14
mox1,mox87,16,Pa233,3.59504e-14
mox1,mox87,17,Pa233,4.29043e-14
mox1,mox87,18,Pa233,4.97944e-14
mox1,mox87,19,Pa233,5.66123e-14
mox1,mox87,20,Pa233,6.33654e-14
mox1,mox87,21,Pa233,7.66756e-14
mox1,mox87,22,Pa233,8.96106e-14
mox1,mox87,23,Pa233,1.08283e-13
mox1,mox87,24,Pa233,1.31684e-13
mox1,mox87,25,Pa233,1.53104e-13
mox1,mox87,0,Pa234,0.0
mox1,mox87,1,Pa234,2.22142e-16
mox1,mox87,2,Pa234,9.06235e-16
mox1,mox87,3,Pa234,1.45227e-15
mox1,mox87,4,Pa234,1.88804e-15
mox1,mox87,5,Pa234,2.23579e-15
mox1,mox87,6,Pa234,2.51328e-15
mox1,mox87,7,Pa234,2.79803e-15
mox1,mox87,8,Pa234,3.05216e-15
mox1,mox87,9,Pa234,3.22642e-15
mox1,mox87,10,Pa234,3.42752e-15
mox1,mox87,11,Pa234,3.52136e-15
mox1,mox87,12,Pa234,3.56458e-15
mox1,mox87,13,Pa234,3.58391e-15
mox1,mox87,14,Pa234,3.59196e-15
mox1,mox87,15,Pa234,3.59487e-15
mox1,mox87,16,Pa234,3.59231e-15
mox1,mox87,17,Pa234,3.5885e-15
mox1,mox87,18,Pa234,3.58438e-15
mox1,mox87,19,Pa234,3.58017e-15
mox1,mox87,20,Pa234,3.57589e-15
mox1,mox87,21,Pa234,3.56722e-15
mox1,mox87,22,Pa234,3.55838e-15
mox1,mox87,23,Pa234,3.54478e-15
mox1,mox87,24,Pa234,3.52603e-15
mox1,mox87,25,Pa234,3.50652e-15
mox1,mox87,0,U233,0.0
mox1,mox87,1,U233,2.19895e-14
mox1,mox87,2,U233,8.4712e-14
mox1,mox87,3,U233,1.47821e-13
mox1,mox87,4,U233,2.10913e-13
mox1,mox87,5,U233,2.82245e-13
mox1,mox87,6,U233,3.48208e-13
mox1,mox87,7,U233,4.37445e-13
mox1,mox87,8,U233,5.51714e-13
mox1,mox87,9,U233,6.71278e-13
mox1,mox87,10,U233,9.19827e-13
mox1,mox87,11,U233,1.17335e-12
mox1,mox87,12,U233,1.4334e-12
mox1,mox87,13,U233,1.72165e-12
mox1,mox87,14,U233,2.00506e-12
mox1,mox87,15,U233,2.6149e-12
mox1,mox87,16,U233,3.24933e-12
mox1,mox87,17,U233,3.93482e-12
mox1,mox87,18,U233,4.64641e-12
mox1,mox87,19,U233,5.36178e-12
mox1,mox87,20,U233,6.12036e-12
mox1,mox87,21,U233,7.71244e-12
mox1,mox87,22,U233,9.37588e-12
mox1,mox87,23,U233,1.20517e-11
mox1,mox87,24,U233,1.57936e-11
mox1,mox87,25,U233,1.96446e-11
mox1,mox87,0,U234,0.0
mox1,mox87,1,U234,2.10438e-09
mox1,mox87,2,U234,8.39322e-09
mox1,mox87,3,U234,1.46451e-08
mox1,mox87,4,U234,2.08604e-08
mox1,mox87,5,U234,2.70399e-08
mox1,mox87,6,U234,3.3185e-08
mox1,mox87,7,U234,4.13267e-08
mox1,mox87,8,U234,5.14212e-08
mox1,mox87,9,U234,6.14283e-08
mox1,mox87,10,U234,8.11894e-08
mox1,mox87,11,U234,1.00639e-07
mox1,mox87,12,U234,1.19798e-07
mox1,mox87,13,U234,1.3868e-07
mox1,mox87,14,U234,1.57311e-07
mox1,mox87,15,U234,1.93872e-07
mox1,mox87,16,U234,2.29588e-07
mox1,mox87,17,U234,2.64571e-07
mox1,mox87,18,U234,2.9888e-07
mox1,mox87,19,U234,3.32576e-07
mox1,mox87,20,U234,3.65686e-07
mox1,mox87,21,U234,4.30468e-07
mox1,mox87,22,U234,4.93547e-07
mox1,mox87,23,U234,5.85092e-07
mox1,mox87,24,U234,7.02076e-07
mox1,mox87,25,U234,8.13524e-07
mox1,mox87,0,U235,5.30054e-05
mox1,mox87,1,U235,5.29391e-05
mox1,mox87,2,U235,5.27403e-05
mox1,mox87,3,U235,5.25416e-05
mox1,mox87,4,U235,5.23432e-05
mox1,mox87,5,U235,5.21452e-05
mox1,mox87,6,U235,5.19475e-05
mox1,mox87,7,U235,5.16844e-05
mox1,mox87,8,U235,5.13562e-05
mox1,mox87,9,U235,5.10292e-05
mox1,mox87,10,U235,5.03781e-05
mox1,mox87,11,U235,4.97303e-05
mox1,mox87,12,U235,4.90863e-05
mox1,mox87,13,U235,4.84455e-05
mox1,mox87,14,U235,4.78089e-05
mox1,mox87,15,U235,4.65461e-05
mox1,mox87,16,U235,4.52991e-05
mox1,mox87,17,U235,4.40674e-05
mox1,mox87,18,U235,4.2851e-05
mox1,mox87,19,U235,4.165e-05
mox1,mox87,20,U235,4.04646e-05
mox1,mox87,21,U235,3.81432e-05
mox1,mox87,22,U235,3.58863e-05
mox1,mox87,23,U235,3.26278e-05
mox1,mox87,24,U235,2.85298e-05
mox1,mox87,25,U235,2.47242e-05
mox1,mox87,0,U236,0.0
mox1,mox87,1,U236,1.7345e-08
mox1,mox87,2,U236,6.95622e-08
mox1,mox87,3,U236,1.21626e-07
mox1,mox87,4,U236,1.73544e-07
mox1,mox87,5,U236,2.25262e-07
mox1,mox87,6,U236,2.76802e-07
mox1,mox87,7,U236,3.45273e-07
mox1,mox87,8,U236,4.30461e-07
mox1,mox87,9,U236,5.15071e-07
mox1,mox87,10,U236,6.8279e-07
mox1,mox87,11,U236,8.48589e-07
mox1,mox87,12,U236,1.01228e-06
mox1,mox87,13,U236,1.17405e-06
mox1,mox87,14,U236,1.33368e-06
mox1,mox87,15,U236,1.64713e-06
mox1,mox87,16,U236,1.95226e-06
mox1,mox87,17,U236,2.24937e-06
mox1,mox87,18,U236,2.53865e-06
mox1,mox87,19,U236,2.82012e-06
mox1,mox87,20,U236,3.09379e-06
mox1,mox87,21,U236,3.61671e-06
mox1,mox87,22,U236,4.10845e-06
mox1,mox87,23,U236,4.78835e-06
mox1,mox87,24,U236,5.58585e-06
mox1,mox87,25,U236,6.26151e-06
mox1,mox87,0,U237,0.0
mox1,mox87,1,U237,8.90984e-09
mox1,mox87,2,U237,2.53063e-08
mox1,mox87,3,U237,3.27899e-08
mox1,mox87,4,U237,3.62132e-08
mox1,mox87,5,U237,3.77834e-08
mox1,mox87,6,U237,3.87132e-08
mox1,mox87,7,U237,3.92769e-08
mox1,mox87,8,U237,3.96262e-08
mox1,mox87,9,U237,3.98951e-08
mox1,mox87,10,U237,4.04206e-08
mox1,mox87,11,U237,4.09614e-08
mox1,mox87,12,U237,4.14934e-08
mox1,mox87,13,U237,4.21173e-08
mox1,mox87,14,U237,4.25167e-08
mox1,mox87,15,U237,4.33608e-08
mox1,mox87,16,U237,4.43983e-08
mox1,mox87,17,U237,4.52348e-08
mox1,mox87,18,U237,4.6083e-08
mox1,mox87,19,U237,4.69344e-08
mox1,mox87,20,U237,4.79368e-08
mox1,mox87,21,U237,4.94401e-08
mox1,mox87,22,U237,5.09468e-08
mox1,mox87,23,U237,5.30948e-08
mox1,mox87,24,U237,5.58773e-08
mox1,mox87,25,U237,5.85531e-08
mox1,mox87,0,U238,0.0211849
mox1,mox87,1,U238,0.0211836
mox1,mox87,2,U238,0.0211796
mox1,mox87,3,U238,0.0211755
mox1,mox87,4,U238,0.0211715
mox1,mox87,5,U238,0.0211674
mox1,mox87,6,U238,0.0211633
mox1,mox87,7,U238,0.0211579
mox1,mox87,8,U238,0.0211511
mox1,mox87,9,U238,0.0211442
mox1,mox87,10,U238,0.0211305
mox1,mox87,11,U238,0.0211167
mox1,mox87,12,U238,0.0211028
mox1,mox87,13,U238,0.0210889
mox1,mox87,14,U238,0.0210749
mox1,mox87,15,U238,0.0210467
mox1,mox87,16,U238,0.0210183
mox1,mox87,17,U238,0.0209896
mox1,mox87,18,U238,0.0209607
mox1,mox87,19,U238,0.0209316
mox1,mox87,20,U238,0.0209021
mox1,mox87,21,U238,0.0208425
mox1,mox87,22,U238,0.020782
mox1,mox87,23,U238,0.0206893
mox1,mox87,24,U238,0.0205622
mox1,mox87,25,U238,0.020431
mox1,mox87,0,Np237,0.0
mox1,mox87,1,Np237,1.49032e-09
mox1,mox87,2,Np237,1.67902e-08
mox1,mox87,3,Np237,4.11083e-08
mox1,mox87,4,Np237,6.9471e-08
mox1,mox87,5,Np237,9.9611e-08
mox1,mox87,6,Np237,1.30587e-07
mox1,mox87,7,Np237,1.72455e-07
mox1,mox87,8,Np237,2.2503e-07
mox1,mox87,9,Np237,2.77622e-07
mox1,mox87,10,Np237,3.82767e-07
mox1,mox87,11,Np237,4.87775e-07
mox1,mox87,12,Np237,5.9262e-07
mox1,mox87,13,Np237,6.97453e-07
mox1,mox87,14,Np237,8.01932e-07
mox1,mox87,15,Np237,1.00959e-06
mox1,mox87,16,Np237,1.21602e-06
mox1,mox87,17,Np237,1.42052e-06
mox1,mox87,18,Np237,1.62278e-06
mox1,mox87,19,Np237,1.82277e-06
mox1,mox87,20,Np237,2.02103e-06
mox1,mox87,21,Np237,2.41068e-06
mox1,mox87,22,Np237,2.78804e-06
mox1,mox87,23,Np237,3.33155e-06
mox1,mox87,24,Np237,4.01034e-06
mox1,mox87,25,Np237,4.62806e-06
mox1,mox87,0,Np239,0.0
mox1,mox87,1,Np239,7.94272e-07
mox1,mox87,2,Np239,1.43666e-06
mox1,mox87,3,Np239,1.50514e-06
mox1,mox87,4,Np239,1.51632e-06
mox1,mox87,5,Np239,1.52023e-06
mox1,mox87,6,Np239,1.52185e-06
mox1,mox87,7,Np239,1.52601e-06
mox1,mox87,8,Np239,1.53137e-06
mox1,mox87,9,Np239,1.53335e-06
mox1,mox87,10,Np239,1.5404e-06
mox1,mox87,11,Np239,1.54812e-06
mox1,mox87,12,Np239,1.55673e-06
mox1,mox87,13,Np239,1.56259e-06
mox1,mox87,14,Np239,1.57023e-06
mox1,mox87,15,Np239,1.58084e-06
