case,detector,energy_group_idx,E_min_MeV,E_max_MeV,E_mid_MeV,flux,rel_err
M43-20,22,14,8.18556e-08,1.1487e-07,9.696779244677069e-08,3216790000000000.0,0.00048
M43-20,22,15,1.1487e-07,1.61199e-07,1.3607692357633606e-07,3344650000000000.0,0.00046
M43-20,22,16,1.61199e-07,2.26215e-07,1.9095976483280452e-07,2886950000000000.0,0.00044
M43-20,22,17,2.26215e-07,3.17452e-07,2.6797836513420257e-07,2113690000000000.0,0.00051
M43-20,22,18,3.17452e-07,4.45488e-07,3.760599108865501e-07,2536010000000000.0,0.00045
M43-20,22,19,4.45488e-07,6.25164e-07,5.277338913050781e-07,3189130000000000.0,0.00053
M43-20,22,20,6.25164e-07,8.77307e-07,7.405813617341446e-07,3094280000000000.0,0.00048
M43-20,22,21,8.77307e-07,1.23114e-06,1.0392726976015487e-06,2124610000000000.0,0.00049
M43-20,22,22,1.23114e-06,1.72769e-06,1.4584334974896866e-06,3592360000000000.0,0.00046
M43-20,22,23,1.72769e-06,2.42451e-06,2.0466562197643256e-06,3985870000000000.0,0.00051
M43-20,22,24,2.42451e-06,3.40237e-06,2.872121182802007e-06,3761430000000000.0,0.00051
M43-20,22,25,3.40237e-06,4.77463e-06,4.0305158321361305e-06,3965790000000000.0,0.0005
M43-20,22,26,4.77463e-06,6.70034e-06,5.656115661317403e-06,3361810000000000.0,0.00043
M43-20,22,27,6.70034e-06,9.40274e-06,7.937351884073177e-06,3903050000000000.0,0.00047
M43-20,22,28,9.40274e-06,1.31951e-05,1.1138675620288077e-05,4413970000000000.0,0.00045
M43-20,22,29,1.31951e-05,1.8517e-05,1.5631176113779796e-05,4375690000000000.0,0.00045
M43-20,22,30,1.8517e-05,2.59853e-05,2.1935582966951208e-05,4324930000000000.0,0.00042
M43-20,22,31,2.59853e-05,3.64657e-05,3.078265995995148e-05,4934540000000000.0,0.00045
M43-20,22,32,3.64657e-05,5.11732e-05,4.319799253715385e-05,4824780000000000.0,0.00042
M43-20,22,33,5.11732e-05,7.18125e-05,6.062075077892058e-05,5062180000000000.0,0.00044
M43-20,22,34,7.18125e-05,0.000100776,8.50704208288639e-05,5331690000000000.0,0.00041
M43-20,22,35,0.000100776,0.000141421,0.00011938108181784918,5381230000000000.0,0.0004
M43-20,22,36,0.000141421,0.00019846,0.0001675303305673334,5622520000000000.0,0.00042
M43-20,22,37,0.00019846,0.000278503,0.00023509935214712947,5700630000000000.0,0.00043
M43-20,22,38,0.000278503,0.00039083,0.0003299201835141342,5863250000000000.0,0.0004
M43-20,22,39,0.00039083,0.00054846,0.00046298447252580727,5974450000000000.0,0.00041
M43-20,22,40,0.00054846,0.000769667,0.0006497165249706983,6065120000000000.0,0.00042
M43-20,22,41,0.000769667,0.00108009,0.0009117618274692136,6160720000000000.0,0.00044
M43-20,22,42,0.00108009,0.00151572,0.001279497563420892,6310880000000000.0,0.00041
M43-20,22,43,0.00151572,0.00212704,0.0017955492387567655,6273330000000000.0,0.00039
M43-20,22,44,0.00212704,0.00298492,0.0025197309850061374,6400180000000000.0,0.00044
M43-20,22,45,0.00298492,0.00418881,0.003535995297677869,6497840000000000.0,0.00039
M43-20,22,46,0.00418881,0.00587825,0.00496214393004677,6623290000000000.0,0.00039
M43-20,22,47,0.00587825,0.00824909,0.006963491458492644,6737940000000000.0,0.00041
M43-20,22,48,0.00824909,0.0115761,0.009772015695290303,6890710000000000.0,0.00041
M43-20,22,49,0.0115761,0.016245,0.013713268921012232,7092130000000000.0,0.0004
M43-20,22,50,0.016245,0.022797,0.01924414885101443,7382260000000000.0,0.0004
M43-20,22,51,0.022797,0.0319916,0.027005786513264154,7710650000000000.0,0.0004
M43-20,22,52,0.0319916,0.0448946,0.03789789024945848,8221590000000000.0,0.0004
M43-20,22,53,0.0448946,0.0630016,0.053183001338397595,8880970000000000.0,0.00036
M43-20,22,54,0.0630016,0.0884115,0.07463287451518935,9801740000000000.0,0.00041
M43-20,22,55,0.0884115,0.12407,0.10473401932991973,1.10021e+16,0.00038
M43-20,22,56,0.12407,0.17411,0.14697560239713256,1.27232e+16,0.00038
M43-20,22,57,0.17411,0.244333,0.20625425724091126,1.50702e+16,0.00036
M43-20,22,58,0.244333,0.342878,0.2894415491493922,1.87133e+16,0.00035
M43-20,22,59,0.342878,0.481168,0.4061796665319425,1.7259e+16,0.00031
M43-20,22,60,0.481168,0.675234,0.5700008713256498,2.49813e+16,0.0003
M43-20,22,61,0.675234,0.947571,0.7998950910050643,2.92002e+16,0.00029
M43-20,22,62,0.947571,1.32975,1.1225117091816905,2.4262e+16,0.00033
M43-20,22,63,1.32975,1.86607,1.5752481018874456,2.75748e+16,0.00034
M43-20,22,64,1.86607,2.61869,2.210578849147888,2.82636e+16,0.00039
M43-20,22,65,2.61869,3.67487,3.102151724255279,2.30814e+16,0.00042
M43-20,22,66,3.67487,5.15703,4.35332227569933,1.47429e+16,0.0006
M43-20,22,67,5.15703,7.23698,6.109118018945124,7334370000000000.0,0.00087
M43-20,22,68,7.23698,10.1558,8.573057884092467,1919480000000000.0,0.00184
M43-20,22,69,10.1558,14.2519,12.030770799080164,268937000000000.0,0.00479
M43-20,22,70,14.2519,20.0,16.88306844148895,15089900000000.0,0.02128
M43-20,23,1,1e-09,1.40332e-09,1.1846180819150111e-09,2711340000000.0,0.00837
M43-20,23,2,1.40332e-09,1.96931e-09,1.6623995034888576e-09,4298170000000.0,0.00675
M43-20,23,3,1.96931e-09,2.76358e-09,2.3328835654185575e-09,7400320000000.0,0.00518
M43-20,23,4,2.76358e-09,3.8782e-09,3.2737922896848543e-09,23203100000000.0,0.00322
M43-20,23,5,3.8782e-09,5.44237e-09,4.594191913057181e-09,33023700000000.0,0.00315
M43-20,23,6,5.44237e-09,7.6374e-09,6.447135537430557e-09,75437200000000.0,0.00183
M43-20,23,7,7.6374e-09,1.07177e-08,9.047395314674826e-09,128741000000000.0,0.00156
M43-20,23,8,1.07177e-08,1.50404e-08,1.2696396932988508e-08,252692000000000.0,0.00115
M43-20,23,9,1.50404e-08,2.11066e-08,1.7817174485310514e-08,449962000000000.0,0.00095
M43-20,23,10,2.11066e-08,2.96194e-08,2.5003296343482392e-08,791202000000000.0,0.00078
M43-20,23,11,2.96194e-08,4.15655e-08,3.508767833157389e-08,1299620000000000.0,0.00062
M43-20,23,12,4.15655e-08,5.83298e-08,4.923928616359096e-08,1996060000000000.0,0.00048
M43-20,23,13,5.83298e-08,8.18556e-08,6.909863078875008e-08,2776900000000000.0,0.00049
M43-20,23,14,8.18556e-08,1.1487e-07,9.696779244677069e-08,3404580000000000.0,0.00044
M43-20,23,15,1.1487e-07,1.61199e-07,1.3607692357633606e-07,3530690000000000.0,0.00047
M43-20,23,16,1.61199e-07,2.26215e-07,1.9095976483280452e-07,3042170000000000.0,0.00045
M43-20,23,17,2.26215e-07,3.17452e-07,2.6797836513420257e-07,2216380000000000.0,0.00049
M43-20,23,18,3.17452e-07,4.45488e-07,3.760599108865501e-07,2640770000000000.0,0.00049
M43-20,23,19,4.45488e-07,6.25164e-07,5.277338913050781e-07,3265870000000000.0,0.00049
M43-20,23,20,6.25164e-07,8.77307e-07,7.405813617341446e-07,3160750000000000.0,0.00053
M43-20,23,21,8.77307e-07,1.23114e-06,1.0392726976015487e-06,2167820000000000.0,0.00052
M43-20,23,22,1.23114e-06,1.72769e-06,1.4584334974896866e-06,3630700000000000.0,0.0005
M43-20,23,23,1.72769e-06,2.42451e-06,2.0466562197643256e-06,4054650000000000.0,0.00048
M43-20,23,24,2.42451e-06,3.40237e-06,2.872121182802007e-06,3821660000000000.0,0.0005
M43-20,23,25,3.40237e-06,4.77463e-06,4.0305158321361305e-06,4044580000000000.0,0.00048
M43-20,23,26,4.77463e-06,6.70034e-06,5.656115661317403e-06,3401790000000000.0,0.00045
M43-20,23,27,6.70034e-06,9.40274e-06,7.937351884073177e-06,3987120000000000.0,0.00047
M43-20,23,28,9.40274e-06,1.31951e-05,1.1138675620288077e-05,4530950000000000.0,0.00041
M43-20,23,29,1.31951e-05,1.8517e-05,1.5631176113779796e-05,4477720000000000.0,0.00046
M43-20,23,30,1.8517e-05,2.59853e-05,2.1935582966951208e-05,4426980000000000.0,0.00042
M43-20,23,31,2.59853e-05,3.64657e-05,3.078265995995148e-05,5045120000000000.0,0.00042
M43-20,23,32,3.64657e-05,5.11732e-05,4.319799253715385e-05,4941040000000000.0,0.00045
M43-20,23,33,5.11732e-05,7.18125e-05,6.062075077892058e-05,5189050000000000.0,0.0004
M43-20,23,34,7.18125e-05,0.000100776,8.50704208288639e-05,5459910000000000.0,0.00042
M43-20,23,35,0.000100776,0.000141421,0.00011938108181784918,5512870000000000.0,0.00043
M43-20,23,36,0.000141421,0.00019846,0.0001675303305673334,5747860000000000.0,0.00044
M43-20,23,37,0.00019846,0.000278503,0.00023509935214712947,5843270000000000.0,0.00041
M43-20,23,38,0.000278503,0.00039083,0.0003299201835141342,6000560000000000.0,0.00043
M43-20,23,39,0.00039083,0.00054846,0.00046298447252580727,6106050000000000.0,0.00041
M43-20,23,40,0.00054846,0.000769667,0.0006497165249706983,6202030000000000.0,0.00042
M43-20,23,41,0.000769667,0.00108009,0.0009117618274692136,6302040000000000.0,0.00041
M43-20,23,42,0.00108009,0.00151572,0.001279497563420892,6458390000000000.0,0.00043
M43-20,23,43,0.00151572,0.00212704,0.0017955492387567655,6422200000000000.0,0.00039
M43-20,23,44,0.00212704,0.00298492,0.0025197309850061374,6546080000000000.0,0.00041
M43-20,23,45,0.00298492,0.00418881,0.003535995297677869,6645780000000000.0,0.00042
M43-20,23,46,0.00418881,0.00587825,0.00496214393004677,6772490000000000.0,0.00041
M43-20,23,47,0.00587825,0.00824909,0.006963491458492644,6895980000000000.0,0.0004
M43-20,23,48,0.00824909,0.0115761,0.009772015695290303,7051160000000000.0,0.00042
M43-20,23,49,0.0115761,0.016245,0.013713268921012232,7253300000000000.0,0.00041
M43-20,23,50,0.016245,0.022797,0.01924414885101443,7552000000000000.0,0.00038
M43-20,23,51,0.022797,0.0319916,0.027005786513264154,7885020000000000.0,0.00039
M43-20,23,52,0.0319916,0.0448946,0.03789789024945848,8415250000000000.0,0.00037
M43-20,23,53,0.0448946,0.0630016,0.053183001338397595,9081160000000000.0,0.00038
M43-20,23,54,0.0630016,0.0884115,0.07463287451518935,1.00282e+16,0.00039
M43-20,23,55,0.0884115,0.12407,0.10473401932991973,1.126e+16,0.00037
M43-20,23,56,0.12407,0.17411,0.14697560239713256,1.30205e+16,0.00037
M43-20,23,57,0.17411,0.244333,0.20625425724091126,1.54087e+16,0.00037
M43-20,23,58,0.244333,0.342878,0.2894415491493922,1.91455e+16,0.00033
M43-20,23,59,0.342878,0.481168,0.4061796665319425,1.76546e+16,0.00031
M43-20,23,60,0.481168,0.675234,0.5700008713256498,2.55545e+16,0.0003
M43-20,23,61,0.675234,0.947571,0.7998950910050643,2.9849e+16,0.0003
M43-20,23,62,0.947571,1.32975,1.1225117091816905,2.48022e+16,0.00032
M43-20,23,63,1.32975,1.86607,1.5752481018874456,2.81803e+16,0.00036
M43-20,23,64,1.86607,2.61869,2.210578849147888,2.88563e+16,0.00037
M43-20,23,65,2.61869,3.67487,3.102151724255279,2.35866e+16,0.00042
M43-20,23,66,3.67487,5.15703,4.35332227569933,1.50412e+16,0.00061
M43-20,23,67,5.15703,7.23698,6.109118018945124,7480090000000000.0,0.00088
M43-20,23,68,7.23698,10.1558,8.573057884092467,1966690000000000.0,0.00175
M43-20,23,69,10.1558,14.2519,12.030770799080164,278042000000000.0,0.0042
M43-20,23,70,14.2519,20.0,16.88306844148895,16287300000000.0,0.0204
M43-20,24,1,1e-09,1.40332e-09,1.1846180819150111e-09,2946560000000.0,0.00788
M43-20,24,2,1.40332e-09,1.96931e-09,1.6623995034888576e-09,4606310000000.0,0.0066
M43-20,24,3,1.96931e-09,2.76358e-09,2.3328835654185575e-09,8009860000000.0,0.00508
M43-20,24,4,2.76358e-09,3.8782e-09,3.2737922896848543e-09,25270300000000.0,0.00316
M43-20,24,5,3.8782e-09,5.44237e-09,4.594191913057181e-09,35536700000000.0,0.00302
M43-20,24,6,5.44237e-09,7.6374e-09,6.447135537430557e-09,81140200000000.0,0.00185
M43-20,24,7,7.6374e-09,1.07177e-08,9.047395314674826e-09,139273000000000.0,0.00154
M43-20,24,8,1.07177e-08,1.50404e-08,1.2696396932988508e-08,273974000000000.0,0.00117
M43-20,24,9,1.50404e-08,2.11066e-08,1.7817174485310514e-08,486178000000000.0,0.00099
M43-20,24,10,2.11066e-08,2.96194e-08,2.5003296343482392e-08,856105000000000.0,0.00075
M43-20,24,11,2.96194e-08,4.15655e-08,3.508767833157389e-08,1405740000000000.0,0.00061
M43-20,24,12,4.15655e-08,5.83298e-08,4.923928616359096e-08,2157830000000000.0,0.00057
M43-20,24,13,5.83298e-08,8.18556e-08,6.909863078875008e-08,2999720000000000.0,0.00048
M43-20,24,14,8.18556e-08,1.1487e-07,9.696779244677069e-08,3673580000000000.0,0.00045
M43-20,24,15,1.1487e-07,1.61199e-07,1.3607692357633606e-07,3802230000000000.0,0.00043
M43-20,24,16,1.61199e-07,2.26215e-07,1.9095976483280452e-07,3262270000000000.0,0.0004
M43-20,24,17,2.26215e-07,3.17452e-07,2.6797836513420257e-07,2364020000000000.0,0.0005
M43-20,24,18,3.17452e-07,4.45488e-07,3.760599108865501e-07,2786340000000000.0,0.0005
M43-20,24,19,4.45488e-07,6.25164e-07,5.277338913050781e-07,3374400000000000.0,0.0005
M43-20,24,20,6.25164e-07,8.77307e-07,7.405813617341446e-07,3251360000000000.0,0.00055
M43-20,24,21,8.77307e-07,1.23114e-06,1.0392726976015487e-06,2229500000000000.0,0.00051
M43-20,24,22,1.23114e-06,1.72769e-06,1.4584334974896866e-06,3695340000000000.0,0.00045
M43-20,24,23,1.72769e-06,2.42451e-06,2.0466562197643256e-06,4152620000000000.0,0.00049
M43-20,24,24,2.42451e-06,3.40237e-06,2.872121182802007e-06,3910780000000000.0,0.00048
M43-20,24,25,3.40237e-06,4.77463e-06,4.0305158321361305e-06,4149600000000000.0,0.00047
M43-20,24,26,4.77463e-06,6.70034e-06,5.656115661317403e-06,3468300000000000.0,0.00042
M43-20,24,27,6.70034e-06,9.40274e-06,7.937351884073177e-06,4098610000000000.0,0.00045
M43-20,24,28,9.40274e-06,1.31951e-05,1.1138675620288077e-05,4688540000000000.0,0.00042
M43-20,24,29,1.31951e-05,1.8517e-05,1.5631176113779796e-05,4613100000000000.0,0.00042
M43-20,24,30,1.8517e-05,2.59853e-05,2.1935582966951208e-05,4565020000000000.0,0.00045
M43-20,24,31,2.59853e-05,3.64657e-05,3.078265995995148e-05,5197010000000000.0,0.00044
M43-20,24,32,3.64657e-05,5.11732e-05,4.319799253715385e-05,5083770000000000.0,0.00047
M43-20,24,33,5.11732e-05,7.18125e-05,6.062075077892058e-05,5355760000000000.0,0.00042
M43-20,24,34,7.18125e-05,0.000100776,8.50704208288639e-05,5632940000000000.0,0.00045
M43-20,24,35,0.000100776,0.000141421,0.00011938108181784918,5681430000000000.0,0.00043
M43-20,24,36,0.000141421,0.00019846,0.0001675303305673334,5926430000000000.0,0.00042
M43-20,24,37,0.00019846,0.000278503,0.00023509935214712947,6019800000000000.0,0.00039
M43-20,24,38,0.000278503,0.00039083,0.0003299201835141342,6177010000000000.0,0.00042
M43-20,24,39,0.00039083,0.00054846,0.00046298447252580727,6295240000000000.0,0.00041
M43-20,24,40,0.00054846,0.000769667,0.0006497165249706983,6392910000000000.0,0.00042
M43-20,24,41,0.000769667,0.00108009,0.0009117618274692136,6496720000000000.0,0.00039
M43-20,24,42,0.00108009,0.00151572,0.001279497563420892,6651960000000000.0,0.00043
M43-20,24,43,0.00151572,0.00212704,0.0017955492387567655,6617270000000000.0,0.00039
M43-20,24,44,0.00212704,0.00298492,0.0025197309850061374,6749950000000000.0,0.00041
M43-20,24,45,0.00298492,0.00418881,0.003535995297677869,6850710000000000.0,0.00042
M43-20,24,46,0.00418881,0.00587825,0.00496214393004677,6980690000000000.0,0.00037
M43-20,24,47,0.00587825,0.00824909,0.006963491458492644,7101890000000000.0,0.00042
M43-20,24,48,0.00824909,0.0115761,0.009772015695290303,7261430000000000.0,0.00045
M43-20,24,49,0.0115761,0.016245,0.013713268921012232,7477160000000000.0,0.00039
M43-20,24,50,0.016245,0.022797,0.01924414885101443,7776420000000000.0,0.0004
M43-20,24,51,0.022797,0.0319916,0.027005786513264154,8126010000000000.0,0.00038
M43-20,24,52,0.0319916,0.0448946,0.03789789024945848,8662850000000000.0,0.00037
M43-20,24,53,0.0448946,0.0630016,0.053183001338397595,9359970000000000.0,0.00037
M43-20,24,54,0.0630016,0.0884115,0.07463287451518935,1.03298e+16,0.00035
M43-20,24,55,0.0884115,0.12407,0.10473401932991973,1.16009e+16,0.00034
M43-20,24,56,0.12407,0.17411,0.14697560239713256,1.34196e+16,0.00033
M43-20,24,57,0.17411,0.244333,0.20625425724091126,1.58802e+16,0.00034
M43-20,24,58,0.244333,0.342878,0.2894415491493922,1.97294e+16,0.00032
M43-20,24,59,0.342878,0.481168,0.4061796665319425,1.81756e+16,0.00033
M43-20,24,60,0.481168,0.675234,0.5700008713256498,2.62931e+16,0.00034
M43-20,24,61,0.675234,0.947571,0.7998950910050643,3.07483e+16,0.00031
M43-20,24,62,0.947571,1.32975,1.1225117091816905,2.55472e+16,0.00036
M43-20,24,63,1.32975,1.86607,1.5752481018874456,2.89945e+16,0.00036
M43-20,24,64,1.86607,2.61869,2.210578849147888,2.96839e+16,0.00037
M43-20,24,65,2.61869,3.67487,3.102151724255279,2.42299e+16,0.00044
M43-20,24,66,3.67487,5.15703,4.35332227569933,1.5459e+16,0.00056
M43-20,24,67,5.15703,7.23698,6.109118018945124,7697280000000000.0,0.00088
M43-20,24,68,7.23698,10.1558,8.573057884092467,2022280000000000.0,0.00174
M43-20,24,69,10.1558,14.2519,12.030770799080164,286847000000000.0,0.00446
M43-20,24,70,14.2519,20.0,16.88306844148895,16401600000000.0,0.02005
M43-20,25,1,1e-09,1.40332e-09,1.1846180819150111e-09,3110710000000.0,0.00655
M43-20,25,2,1.40332e-09,1.96931e-09,1.6623995034888576e-09,4994140000000.0,0.00674
M43-20,25,3,1.96931e-09,2.76358e-09,2.3328835654185575e-09,8607500000000.0,0.00471
M43-20,25,4,2.76358e-09,3.8782e-09,3.2737922896848543e-09,27271100000000.0,0.00314
M43-20,25,5,3.8782e-09,5.44237e-09,4.594191913057181e-09,38524400000000.0,0.00248
M43-20,25,6,5.44237e-09,7.6374e-09,6.447135537430557e-09,87798200000000.0,0.00203
M43-20,25,7,7.6374e-09,1.07177e-08,9.047395314674826e-09,150801000000000.0,0.00149
M43-20,25,8,1.07177e-08,1.50404e-08,1.2696396932988508e-08,296085000000000.0,0.00113
M43-20,25,9,1.50404e-08,2.11066e-08,1.7817174485310514e-08,526325000000000.0,0.00086
M43-20,25,10,2.11066e-08,2.96194e-08,2.5003296343482392e-08,926644000000000.0,0.00078
M43-20,25,11,2.96194e-08,4.15655e-08,3.508767833157389e-08,1523060000000000.0,0.00061
M43-20,25,12,4.15655e-08,5.83298e-08,4.923928616359096e-08,2334600000000000.0,0.00054
M43-20,25,13,5.83298e-08,8.18556e-08,6.909863078875008e-08,3243440000000000.0,0.00052
M43-20,25,14,8.18556e-08,1.1487e-07,9.696779244677069e-08,3960910000000000.0,0.00046
M43-20,25,15,1.1487e-07,1.61199e-07,1.3607692357633606e-07,4092370000000000.0,0.00043
M43-20,25,16,1.61199e-07,2.26215e-07,1.9095976483280452e-07,3497180000000000.0,0.00043
M43-20,25,17,2.26215e-07,3.17452e-07,2.6797836513420257e-07,2519280000000000.0,0.00047
M43-20,25,18,3.17452e-07,4.45488e-07,3.760599108865501e-07,2935970000000000.0,0.00047
M43-20,25,19,4.45488e-07,6.25164e-07,5.277338913050781e-07,3490140000000000.0,0.00055
M43-20,25,20,6.25164e-07,8.77307e-07,7.405813617341446e-07,3356490000000000.0,0.00053
M43-20,25,21,8.77307e-07,1.23114e-06,1.0392726976015487e-06,2297190000000000.0,0.00053
M43-20,25,22,1.23114e-06,1.72769e-06,1.4584334974896866e-06,3765410000000000.0,0.00048
M43-20,25,23,1.72769e-06,2.42451e-06,2.0466562197643256e-06,4250700000000000.0,0.00049
M43-20,25,24,2.42451e-06,3.40237e-06,2.872121182802007e-06,3998770000000000.0,0.00051
M43-20,25,25,3.40237e-06,4.77463e-06,4.0305158321361305e-06,4254310000000000.0,0.00045
M43-20,25,26,4.77463e-06,6.70034e-06,5.656115661317403e-06,3539310000000000.0,0.00052
M43-20,25,27,6.70034e-06,9.40274e-06,7.937351884073177e-06,4215260000000000.0,0.00045
M43-20,25,28,9.40274e-06,1.31951e-05,1.1138675620288077e-05,4845540000000000.0,0.00044
M43-20,25,29,1.31951e-05,1.8517e-05,1.5631176113779796e-05,4744800000000000.0,0.00045
M43-20,25,30,1.8517e-05,2.59853e-05,2.1935582966951208e-05,4700180000000000.0,0.00046
M43-20,25,31,2.59853e-05,3.64657e-05,3.078265995995148e-05,5335980000000000.0,0.00045
M43-20,25,32,3.64657e-05,5.11732e-05,4.319799253715385e-05,5232480000000000.0,0.00042
M43-20,25,33,5.11732e-05,7.18125e-05,6.062075077892058e-05,5521550000000000.0,0.00046
M43-20,25,34,7.18125e-05,0.000100776,8.50704208288639e-05,5805030000000000.0,0.00043
M43-20,25,35,0.000100776,0.000141421,0.00011938108181784918,5846990000000000.0,0.00046
M43-20,25,36,0.000141421,0.00019846,0.0001675303305673334,6093420000000000.0,0.00039
M43-20,25,37,0.00019846,0.000278503,0.00023509935214712947,6200670000000000.0,0.00043
M43-20,25,38,0.000278503,0.00039083,0.0003299201835141342,6358510000000000.0,0.00046
M43-20,25,39,0.00039083,0.00054846,0.00046298447252580727,6476410000000000.0,0.00042
M43-20,25,40,0.00054846,0.000769667,0.0006497165249706983,6580390000000000.0,0.00041
M43-20,25,41,0.000769667,0.00108009,0.0009117618274692136,6689860000000000.0,0.00044
M43-20,25,42,0.00108009,0.00151572,0.001279497563420892,6846360000000000.0,0.00041
M43-20,25,43,0.00151572,0.00212704,0.0017955492387567655,6807710000000000.0,0.0004
M43-20,25,44,0.00212704,0.00298492,0.0025197309850061374,6945670000000000.0,0.00042
M43-20,25,45,0.00298492,0.00418881,0.003535995297677869,7046680000000000.0,0.00041
M43-20,25,46,0.00418881,0.00587825,0.00496214393004677,7182800000000000.0,0.00043
M43-20,25,47,0.00587825,0.00824909,0.006963491458492644,7306960000000000.0,0.00044
M43-20,25,48,0.00824909,0.0115761,0.009772015695290303,7475210000000000.0,0.00038
M43-20,25,49,0.0115761,0.016245,0.013713268921012232,7694560000000000.0,0.00041
M43-20,25,50,0.016245,0.022797,0.01924414885101443,8007370000000000.0,0.00036
M43-20,25,51,0.022797,0.0319916,0.027005786513264154,8358420000000000.0,0.00039
M43-20,25,52,0.0319916,0.0448946,0.03789789024945848,8914020000000000.0,0.00041
M43-20,25,53,0.0448946,0.0630016,0.053183001338397595,9631130000000000.0,0.0004
M43-20,25,54,0.0630016,0.0884115,0.07463287451518935,1.06335e+16,0.00038
M43-20,25,55,0.0884115,0.12407,0.10473401932991973,1.19356e+16,0.00034
M43-20,25,56,0.12407,0.17411,0.14697560239713256,1.38136e+16,0.00034
M43-20,25,57,0.17411,0.244333,0.20625425724091126,1.63375e+16,0.00034
M43-20,25,58,0.244333,0.342878,0.2894415491493922,2.0298e+16,0.00031
