isotope,case,family,th_fraction,burnup,adens
Pa233,M43-20,M43,20.0,5.0,6.1882e-06
Pa233,M43-20,M43,20.0,6.0,6.32043e-06
Pa233,M43-20,M43,20.0,7.0,6.40074e-06
Pa233,M43-20,M43,20.0,8.0,6.4565e-06
Pa233,M43-20,M43,20.0,10.0,6.5276e-06
Pa233,M43-20,M43,20.0,12.0,6.5888e-06
Pa233,M43-20,M43,20.0,14.0,6.65317e-06
Pa233,M43-20,M43,20.0,16.0,6.69931e-06
Pa233,M43-20,M43,20.0,18.0,6.75983e-06
Pa233,M43-20,M43,20.0,20.0,6.81646e-06
Pa233,M43-20,M43,20.0,24.0,6.90351e-06
Pa233,M43-20,M43,20.0,28.0,7.01164e-06
Pa233,M43-20,M43,20.0,34.0,7.14329e-06
Pa233,M43-20,M43,20.0,42.0,7.32349e-06
Pa233,M43-20,M43,20.0,50.0,7.53185e-06
Pa233,M43-25,M43,25.0,0.0,0.0
Pa233,M43-25,M43,25.0,0.1,4.72082e-07
Pa233,M43-25,M43,25.0,0.4,1.73221e-06
Pa233,M43-25,M43,25.0,0.7,2.76145e-06
Pa233,M43-25,M43,25.0,1.0,3.60484e-06
Pa233,M43-25,M43,25.0,1.3,4.29268e-06
Pa233,M43-25,M43,25.0,1.6,4.85676e-06
Pa233,M43-25,M43,25.0,2.0,5.45262e-06
Pa233,M43-25,M43,25.0,2.5,6.0085e-06
Pa233,M43-25,M43,25.0,3.0,6.40789e-06
Pa233,M43-25,M43,25.0,4.0,6.90665e-06
Pa233,M43-25,M43,25.0,5.0,7.17556e-06
Pa233,M43-25,M43,25.0,6.0,7.32997e-06
Pa233,M43-25,M43,25.0,7.0,7.42872e-06
Pa233,M43-25,M43,25.0,8.0,7.49336e-06
Pa233,M43-25,M43,25.0,10.0,7.57227e-06
Pa233,M43-25,M43,25.0,12.0,7.64109e-06
Pa233,M43-25,M43,25.0,14.0,7.71138e-06
Pa233,M43-25,M43,25.0,16.0,7.77773e-06
Pa233,M43-25,M43,25.0,18.0,7.84496e-06
Pa233,M43-25,M43,25.0,20.0,7.91507e-06
Pa233,M43-25,M43,25.0,24.0,8.0208e-06
Pa233,M43-25,M43,25.0,28.0,8.14927e-06
Pa233,M43-25,M43,25.0,34.0,8.30773e-06
Pa233,M43-25,M43,25.0,42.0,8.51764e-06
Pa233,M43-25,M43,25.0,50.0,8.7673e-06
Pa233,M43-30,M43,30.0,0.0,0.0
Pa233,M43-30,M43,30.0,0.1,5.32891e-07
Pa233,M43-30,M43,30.0,0.4,1.95504e-06
Pa233,M43-30,M43,30.0,0.7,3.11717e-06
Pa233,M43-30,M43,30.0,1.0,4.06737e-06
Pa233,M43-30,M43,30.0,1.3,4.84511e-06
Pa233,M43-30,M43,30.0,1.6,5.48052e-06
Pa233,M43-30,M43,30.0,2.0,6.15389e-06
Pa233,M43-30,M43,30.0,2.5,6.7805e-06
Pa233,M43-30,M43,30.0,3.0,7.23151e-06
Pa233,M43-30,M43,30.0,4.0,7.79469e-06
Pa233,M43-30,M43,30.0,5.0,8.10016e-06
Pa233,M43-30,M43,30.0,6.0,8.27148e-06
Pa233,M43-30,M43,30.0,7.0,8.38018e-06
Pa233,M43-30,M43,30.0,8.0,8.45047e-06
Pa233,M43-30,M43,30.0,10.0,8.55313e-06
Pa233,M43-30,M43,30.0,12.0,8.62759e-06
Pa233,M43-30,M43,30.0,14.0,8.71331e-06
Pa233,M43-30,M43,30.0,16.0,8.78664e-06
Pa233,M43-30,M43,30.0,18.0,8.86231e-06
Pa233,M43-30,M43,30.0,20.0,8.93223e-06
Pa233,M43-30,M43,30.0,24.0,9.05383e-06
Pa233,M43-30,M43,30.0,28.0,9.20629e-06
Pa233,M43-30,M43,30.0,34.0,9.38608e-06
Pa233,M43-30,M43,30.0,42.0,9.63848e-06
Pa233,M43-30,M43,30.0,50.0,9.91607e-06
Pa233,M43-5,M43,5.0,0.0,0.0
Pa233,M43-5,M43,5.0,0.1,1.53694e-07
Pa233,M43-5,M43,5.0,0.4,5.65029e-07
Pa233,M43-5,M43,5.0,0.7,9.00295e-07
Pa233,M43-5,M43,5.0,1.0,1.17432e-06
Pa233,M43-5,M43,5.0,1.3,1.39951e-06
Pa233,M43-5,M43,5.0,1.6,1.58246e-06
Pa233,M43-5,M43,5.0,2.0,1.77741e-06
Pa233,M43-5,M43,5.0,2.5,1.95611e-06
Pa233,M43-5,M43,5.0,3.0,2.08688e-06
Pa233,M43-5,M43,5.0,4.0,2.24808e-06
Pa233,M43-5,M43,5.0,5.0,2.33385e-06
Pa233,M43-5,M43,5.0,6.0,2.3831e-06
Pa233,M43-5,M43,5.0,7.0,2.41365e-06
Pa233,M43-5,M43,5.0,8.0,2.43365e-06
Pa233,M43-5,M43,5.0,10.0,2.46102e-06
Pa233,M43-5,M43,5.0,12.0,2.47958e-06
Pa233,M43-5,M43,5.0,14.0,2.50012e-06
Pa233,M43-5,M43,5.0,16.0,2.52109e-06
Pa233,M43-5,M43,5.0,18.0,2.53833e-06
Pa233,M43-5,M43,5.0,20.0,2.55168e-06
Pa233,M43-5,M43,5.0,24.0,2.58577e-06
Pa233,M43-5,M43,5.0,28.0,2.62129e-06
Pa233,M43-5,M43,5.0,34.0,2.66451e-06
Pa233,M43-5,M43,5.0,42.0,2.71883e-06
Pa233,M43-5,M43,5.0,50.0,2.78251e-06
Pa233,M70-10,M70,10.0,0.0,0.0
Pa233,M70-10,M70,10.0,0.1,2.50928e-07
Pa233,M70-10,M70,10.0,0.4,9.20745e-07
Pa233,M70-10,M70,10.0,0.7,1.46921e-06
Pa233,M70-10,M70,10.0,1.0,1.91749e-06
Pa233,M70-10,M70,10.0,1.3,2.28467e-06
Pa233,M70-10,M70,10.0,1.6,2.58547e-06
Pa233,M70-10,M70,10.0,2.0,2.90233e-06
Pa233,M70-10,M70,10.0,2.5,3.19732e-06
Pa233,M70-10,M70,10.0,3.0,3.40978e-06
Pa233,M70-10,M70,10.0,4.0,3.67597e-06
Pa233,M70-10,M70,10.0,5.0,3.81864e-06
Pa233,M70-10,M70,10.0,6.0,3.90147e-06
Pa233,M70-10,M70,10.0,7.0,3.95078e-06
Pa233,M70-10,M70,10.0,8.0,3.98426e-06
Pa233,M70-10,M70,10.0,10.0,4.02625e-06
Pa233,M70-10,M70,10.0,12.0,4.06435e-06
Pa233,M70-10,M70,10.0,14.0,4.09716e-06
Pa233,M70-10,M70,10.0,16.0,4.13139e-06
Pa233,M70-10,M70,10.0,18.0,4.16297e-06
Pa233,M70-10,M70,10.0,20.0,4.19586e-06
Pa233,M70-10,M70,10.0,24.0,4.2498e-06
Pa233,M70-10,M70,10.0,28.0,4.31316e-06
Pa233,M70-10,M70,10.0,34.0,4.39138e-06
Pa233,M70-10,M70,10.0,42.0,4.49547e-06
Pa233,M70-10,M70,10.0,50.0,4.61452e-06
Pa233,M70-15,M70,15.0,0.0,0.0
Pa233,M70-15,M70,15.0,0.1,3.31545e-07
Pa233,M70-15,M70,15.0,0.4,1.21718e-06
Pa233,M70-15,M70,15.0,0.7,1.94114e-06
Pa233,M70-15,M70,15.0,1.0,2.5336e-06
Pa233,M70-15,M70,15.0,1.3,3.01818e-06
Pa233,M70-15,M70,15.0,1.6,3.41445e-06
Pa233,M70-15,M70,15.0,2.0,3.83482e-06
Pa233,M70-15,M70,15.0,2.5,4.22467e-06
Pa233,M70-15,M70,15.0,3.0,4.50577e-06
Pa233,M70-15,M70,15.0,4.0,4.85719e-06
Pa233,M70-15,M70,15.0,5.0,5.04683e-06
Pa233,M70-15,M70,15.0,6.0,5.15423e-06
Pa233,M70-15,M70,15.0,7.0,5.22066e-06
Pa233,M70-15,M70,15.0,8.0,5.26719e-06
Pa233,M70-15,M70,15.0,10.0,5.32318e-06
Pa233,M70-15,M70,15.0,12.0,5.37456e-06
Pa233,M70-15,M70,15.0,14.0,5.419e-06
Pa233,M70-15,M70,15.0,16.0,5.46429e-06
Pa233,M70-15,M70,15.0,18.0,5.50777e-06
Pa233,M70-15,M70,15.0,20.0,5.55237e-06
Pa233,M70-15,M70,15.0,24.0,5.62313e-06
Pa233,M70-15,M70,15.0,28.0,5.7092e-06
Pa233,M70-15,M70,15.0,34.0,5.8173e-06
Pa233,M70-15,M70,15.0,42.0,5.96188e-06
Pa233,M70-15,M70,15.0,50.0,6.13038e-06
Pa233,M70-20,M70,20.0,0.0,0.0
Pa233,M70-20,M70,20.0,0.1,4.02054e-07
Pa233,M70-20,M70,20.0,0.4,1.47672e-06
Pa233,M70-20,M70,20.0,0.7,2.3554e-06
Pa233,M70-20,M70,20.0,1.0,3.07417e-06
Pa233,M70-20,M70,20.0,1.3,3.66017e-06
Pa233,M70-20,M70,20.0,1.6,4.14152e-06
Pa233,M70-20,M70,20.0,2.0,4.6508e-06
Pa233,M70-20,M70,20.0,2.5,5.12418e-06
Pa233,M70-20,M70,20.0,3.0,5.46533e-06
Pa233,M70-20,M70,20.0,4.0,5.8914e-06
Pa233,M70-20,M70,20.0,5.0,6.12322e-06
Pa233,M70-20,M70,20.0,6.0,6.25219e-06
Pa233,M70-20,M70,20.0,7.0,6.33217e-06
Pa233,M70-20,M70,20.0,8.0,6.38785e-06
Pa233,M70-20,M70,20.0,10.0,6.45852e-06
Pa233,M70-20,M70,20.0,12.0,6.52332e-06
Pa233,M70-20,M70,20.0,14.0,6.57348e-06
Pa233,M70-20,M70,20.0,16.0,6.62717e-06
Pa233,M70-20,M70,20.0,18.0,6.68505e-06
Pa233,M70-20,M70,20.0,20.0,6.73791e-06
Pa233,M70-20,M70,20.0,24.0,6.82817e-06
Pa233,M70-20,M70,20.0,28.0,6.93337e-06
Pa233,M70-20,M70,20.0,34.0,7.06533e-06
Pa233,M70-20,M70,20.0,42.0,7.24751e-06
Pa233,M70-20,M70,20.0,50.0,7.45545e-06
Pa233,M70-25,M70,25.0,0.0,0.0
Pa233,M70-25,M70,25.0,0.1,4.66729e-07
Pa233,M70-25,M70,25.0,0.4,1.71229e-06
Pa233,M70-25,M70,25.0,0.7,2.7312e-06
Pa233,M70-25,M70,25.0,1.0,3.56481e-06
Pa233,M70-25,M70,25.0,1.3,4.24715e-06
Pa233,M70-25,M70,25.0,1.6,4.80488e-06
Pa233,M70-25,M70,25.0,2.0,5.39602e-06
Pa233,M70-25,M70,25.0,2.5,5.94643e-06
Pa233,M70-25,M70,25.0,3.0,6.34202e-06
Pa233,M70-25,M70,25.0,4.0,6.83469e-06
Pa233,M70-25,M70,25.0,5.0,7.10155e-06
Pa233,M70-25,M70,25.0,6.0,7.2537e-06
Pa233,M70-25,M70,25.0,7.0,7.34857e-06
Pa233,M70-25,M70,25.0,8.0,7.41122e-06
Pa233,M70-25,M70,25.0,10.0,7.49419e-06
Pa233,M70-25,M70,25.0,12.0,7.56032e-06
Pa233,M70-25,M70,25.0,14.0,7.62727e-06
Pa233,M70-25,M70,25.0,16.0,7.69269e-06
Pa233,M70-25,M70,25.0,18.0,7.76079e-06
Pa233,M70-25,M70,25.0,20.0,7.82591e-06
Pa233,M70-25,M70,25.0,24.0,7.93356e-06
Pa233,M70-25,M70,25.0,28.0,8.05145e-06
Pa233,M70-25,M70,25.0,34.0,8.21296e-06
Pa233,M70-25,M70,25.0,42.0,8.42152e-06
Pa233,M70-25,M70,25.0,50.0,8.66409e-06
Pa233,M70-30,M70,30.0,0.0,0.0
Pa233,M70-30,M70,30.0,0.1,5.26736e-07
Pa233,M70-30,M70,30.0,0.4,1.93243e-06
Pa233,M70-30,M70,30.0,0.7,3.08297e-06
Pa233,M70-30,M70,30.0,1.0,4.0231e-06
Pa233,M70-30,M70,30.0,1.3,4.79341e-06
Pa233,M70-30,M70,30.0,1.6,5.42359e-06
Pa233,M70-30,M70,30.0,2.0,6.09061e-06
Pa233,M70-30,M70,30.0,2.5,6.71076e-06
Pa233,M70-30,M70,30.0,3.0,7.15741e-06
Pa233,M70-30,M70,30.0,4.0,7.71731e-06
Pa233,M70-30,M70,30.0,5.0,8.01991e-06
Pa233,M70-30,M70,30.0,6.0,8.19032e-06
Pa233,M70-30,M70,30.0,7.0,8.29455e-06
Pa233,M70-30,M70,30.0,8.0,8.36313e-06
Pa233,M70-30,M70,30.0,10.0,8.46032e-06
Pa233,M70-30,M70,30.0,12.0,8.53793e-06
Pa233,M70-30,M70,30.0,14.0,8.6181e-06
Pa233,M70-30,M70,30.0,16.0,8.69085e-06
Pa233,M70-30,M70,30.0,18.0,8.76079e-06
Pa233,M70-30,M70,30.0,20.0,8.83279e-06
Pa233,M70-30,M70,30.0,24.0,8.95348e-06
Pa233,M70-30,M70,30.0,28.0,9.10354e-06
Pa233,M70-30,M70,30.0,34.0,9.27185e-06
Pa233,M70-30,M70,30.0,42.0,9.52221e-06
Pa233,M70-30,M70,30.0,50.0,9.80154e-06
Pa233,M70-5,M70,5.0,0.0,0.0
Pa233,M70-5,M70,5.0,0.1,1.51428e-07
Pa233,M70-5,M70,5.0,0.4,5.56223e-07
Pa233,M70-5,M70,5.0,0.7,8.87436e-07
Pa233,M70-5,M70,5.0,1.0,1.15819e-06
Pa233,M70-5,M70,5.0,1.3,1.37943e-06
Pa233,M70-5,M70,5.0,1.6,1.56075e-06
Pa233,M70-5,M70,5.0,2.0,1.75275e-06
Pa233,M70-5,M70,5.0,2.5,1.93143e-06
Pa233,M70-5,M70,5.0,3.0,2.05897e-06
Pa233,M70-5,M70,5.0,4.0,2.21949e-06
Pa233,M70-5,M70,5.0,5.0,2.306e-06
Pa233,M70-5,M70,5.0,6.0,2.35516e-06
Pa233,M70-5,M70,5.0,7.0,2.38406e-06
Pa233,M70-5,M70,5.0,8.0,2.40306e-06
Pa233,M70-5,M70,5.0,10.0,2.42996e-06
Pa233,M70-5,M70,5.0,12.0,2.44995e-06
Pa233,M70-5,M70,5.0,14.0,2.46928e-06
Pa233,M70-5,M70,5.0,16.0,2.48789e-06
Pa233,M70-5,M70,5.0,18.0,2.50847e-06
Pa233,M70-5,M70,5.0,20.0,2.52866e-06
Pa233,M70-5,M70,5.0,24.0,2.55947e-06
Pa233,M70-5,M70,5.0,28.0,2.59451e-06
Pa233,M70-5,M70,5.0,34.0,2.63915e-06
Pa233,M70-5,M70,5.0,42.0,2.69539e-06
Pa233,M70-5,M70,5.0,50.0,2.75984e-06
Pa233,M87-10,M87,10.0,0.0,0.0
Pa233,M87-10,M87,10.0,0.1,2.40644e-07
Pa233,M87-10,M87,10.0,0.4,8.84733e-07
Pa233,M87-10,M87,10.0,0.7,1.41067e-06
Pa233,M87-10,M87,10.0,1.0,1.84186e-06
Pa233,M87-10,M87,10.0,1.3,2.19445e-06
Pa233,M87-10,M87,10.0,1.6,2.48317e-06
Pa233,M87-10,M87,10.0,2.0,2.78892e-06
Pa233,M87-10,M87,10.0,2.5,3.07326e-06
Pa233,M87-10,M87,10.0,3.0,3.27741e-06
Pa233,M87-10,M87,10.0,4.0,3.53147e-06
Pa233,M87-10,M87,10.0,5.0,3.66846e-06
Pa233,M87-10,M87,10.0,6.0,3.74826e-06
Pa233,M87-10,M87,10.0,7.0,3.79907e-06
Pa233,M87-10,M87,10.0,8.0,3.83005e-06
Pa233,M87-10,M87,10.0,10.0,3.8752e-06
Pa233,M87-10,M87,10.0,12.0,3.91134e-06
Pa233,M87-10,M87,10.0,14.0,3.94739e-06
Pa233,M87-10,M87,10.0,16.0,3.97733e-06
Pa233,M87-10,M87,10.0,18.0,4.01201e-06
Pa233,M87-10,M87,10.0,20.0,4.04747e-06
Pa233,M87-10,M87,10.0,24.0,4.10429e-06
Pa233,M87-10,M87,10.0,28.0,4.16939e-06
Pa233,M87-10,M87,10.0,34.0,4.25199e-06
Pa233,M87-10,M87,10.0,42.0,4.3568e-06
Pa233,M87-10,M87,10.0,50.0,4.48502e-06
Pa233,M87-15,M87,15.0,0.0,0.0
Pa233,M87-15,M87,15.0,0.1,3.16984e-07
Pa233,M87-15,M87,15.0,0.4,1.16381e-06
Pa233,M87-15,M87,15.0,0.7,1.85609e-06
Pa233,M87-15,M87,15.0,1.0,2.42197e-06
Pa233,M87-15,M87,15.0,1.3,2.88511e-06
Pa233,M87-15,M87,15.0,1.6,3.26447e-06
Pa233,M87-15,M87,15.0,2.0,3.66524e-06
Pa233,M87-15,M87,15.0,2.5,4.0389e-06
Pa233,M87-15,M87,15.0,3.0,4.30833e-06
Pa233,M87-15,M87,15.0,4.0,4.64273e-06
Pa233,M87-15,M87,15.0,5.0,4.83023e-06
Pa233,M87-15,M87,15.0,6.0,4.93302e-06
Pa233,M87-15,M87,15.0,7.0,4.99902e-06
Pa233,M87-15,M87,15.0,8.0,5.04247e-06
Pa233,M87-15,M87,15.0,10.0,5.10217e-06
Pa233,M87-15,M87,15.0,12.0,5.15448e-06
Pa233,M87-15,M87,15.0,14.0,5.20029e-06
Pa233,M87-15,M87,15.0,16.0,5.24391e-06
Pa233,M87-15,M87,15.0,18.0,5.29336e-06
Pa233,M87-15,M87,15.0,20.0,5.33408e-06
Pa233,M87-15,M87,15.0,24.0,5.40859e-06
Pa233,M87-15,M87,15.0,28.0,5.49904e-06
Pa233,M87-15,M87,15.0,34.0,5.61036e-06
Pa233,M87-15,M87,15.0,42.0,5.75927e-06
Pa233,M87-15,M87,15.0,50.0,5.9358e-06
Pa233,M87-20,M87,20.0,0.0,0.0
Pa233,M87-20,M87,20.0,0.1,3.83006e-07
Pa233,M87-20,M87,20.0,0.4,1.40541e-06
Pa233,M87-20,M87,20.0,0.7,2.24353e-06
Pa233,M87-20,M87,20.0,1.0,2.92802e-06
Pa233,M87-20,M87,20.0,1.3,3.48892e-06
Pa233,M87-20,M87,20.0,1.6,3.94761e-06
Pa233,M87-20,M87,20.0,2.0,4.43396e-06
Pa233,M87-20,M87,20.0,2.5,4.88614e-06
Pa233,M87-20,M87,20.0,3.0,5.21299e-06
Pa233,M87-20,M87,20.0,4.0,5.62122e-06
Pa233,M87-20,M87,20.0,5.0,5.84406e-06
Pa233,M87-20,M87,20.0,6.0,5.96888e-06
Pa233,M87-20,M87,20.0,7.0,6.04619e-06
Pa233,M87-20,M87,20.0,8.0,6.0991e-06
Pa233,M87-20,M87,20.0,10.0,6.1691e-06
Pa233,M87-20,M87,20.0,12.0,6.22589e-06
Pa233,M87-20,M87,20.0,14.0,6.28653e-06
Pa233,M87-20,M87,20.0,16.0,6.34612e-06
Pa233,M87-20,M87,20.0,18.0,6.40246e-06
Pa233,M87-20,M87,20.0,20.0,6.46032e-06
Pa233,M87-20,M87,20.0,24.0,6.54418e-06
Pa233,M87-20,M87,20.0,28.0,6.66081e-06
Pa233,M87-20,M87,20.0,34.0,6.80478e-06
Pa233,M87-20,M87,20.0,42.0,6.98943e-06
Pa233,M87-20,M87,20.0,50.0,7.21028e-06
Pa233,M87-25,M87,25.0,0.0,0.0
Pa233,M87-25,M87,25.0,0.1,4.43394e-07
Pa233,M87-25,M87,25.0,0.4,1.62701e-06
Pa233,M87-25,M87,25.0,0.7,2.59533e-06
Pa233,M87-25,M87,25.0,1.0,3.38794e-06
Pa233,M87-25,M87,25.0,1.3,4.03539e-06
Pa233,M87-25,M87,25.0,1.6,4.56756e-06
Pa233,M87-25,M87,25.0,2.0,5.12973e-06
Pa233,M87-25,M87,25.0,2.5,5.65245e-06
Pa233,M87-25,M87,25.0,3.0,6.02949e-06
Pa233,M87-25,M87,25.0,4.0,6.49895e-06
Pa233,M87-25,M87,25.0,5.0,6.75628e-06
Pa233,M87-25,M87,25.0,6.0,6.90235e-06
Pa233,M87-25,M87,25.0,7.0,6.9937e-06
Pa233,M87-25,M87,25.0,8.0,7.05965e-06
Pa233,M87-25,M87,25.0,10.0,7.14178e-06
Pa233,M87-25,M87,25.0,12.0,7.21045e-06
Pa233,M87-25,M87,25.0,14.0,7.2837e-06
Pa233,M87-25,M87,25.0,16.0,7.35244e-06
Pa233,M87-25,M87,25.0,18.0,7.41172e-06
Pa233,M87-25,M87,25.0,20.0,7.47844e-06
Pa233,M87-25,M87,25.0,24.0,7.58678e-06
Pa233,M87-25,M87,25.0,28.0,7.71824e-06
Pa233,M87-25,M87,25.0,34.0,7.88119e-06
Pa233,M87-25,M87,25.0,42.0,8.10576e-06
Pa233,M87-25,M87,25.0,50.0,8.369e-06
Pa233,M87-30,M87,30.0,0.0,0.0
Pa233,M87-30,M87,30.0,0.1,4.99128e-07
Pa233,M87-30,M87,30.0,0.4,1.83177e-06
Pa233,M87-30,M87,30.0,0.7,2.92105e-06
Pa233,M87-30,M87,30.0,1.0,3.81082e-06
Pa233,M87-30,M87,30.0,1.3,4.54198e-06
Pa233,M87-30,M87,30.0,1.6,5.1403e-06
Pa233,M87-30,M87,30.0,2.0,5.7739e-06
Pa233,M87-30,M87,30.0,2.5,6.36423e-06
Pa233,M87-30,M87,30.0,3.0,6.79056e-06
Pa233,M87-30,M87,30.0,4.0,7.32125e-06
Pa233,M87-30,M87,30.0,5.0,7.60784e-06
Pa233,M87-30,M87,30.0,6.0,7.77364e-06
Pa233,M87-30,M87,30.0,7.0,7.87754e-06
Pa233,M87-30,M87,30.0,8.0,7.94737e-06
Pa233,M87-30,M87,30.0,10.0,8.04242e-06
Pa233,M87-30,M87,30.0,12.0,8.12783e-06
Pa233,M87-30,M87,30.0,14.0,8.19728e-06
Pa233,M87-30,M87,30.0,16.0,8.27595e-06
Pa233,M87-30,M87,30.0,18.0,8.34879e-06
Pa233,M87-30,M87,30.0,20.0,8.42505e-06
Pa233,M87-30,M87,30.0,24.0,8.54873e-06
Pa233,M87-30,M87,30.0,28.0,8.70443e-06
Pa233,M87-30,M87,30.0,34.0,8.89039e-06
Pa233,M87-30,M87,30.0,42.0,9.15044e-06
Pa233,M87-30,M87,30.0,50.0,9.44022e-06
Pa233,M87-5,M87,5.0,0.0,0.0
Pa233,M87-5,M87,5.0,0.1,1.46354e-07
Pa233,M87-5,M87,5.0,0.4,5.37325e-07
Pa233,M87-5,M87,5.0,0.7,8.57541e-07
Pa233,M87-5,M87,5.0,1.0,1.11956e-06
Pa233,M87-5,M87,5.0,1.3,1.33411e-06
Pa233,M87-5,M87,5.0,1.6,1.5091e-06
Pa233,M87-5,M87,5.0,2.0,1.69434e-06
Pa233,M87-5,M87,5.0,2.5,1.8674e-06
Pa233,M87-5,M87,5.0,3.0,1.9915e-06
Pa233,M87-5,M87,5.0,4.0,2.14606e-06
Pa233,M87-5,M87,5.0,5.0,2.2297e-06
Pa233,M87-5,M87,5.0,6.0,2.27673e-06
Pa233,M87-5,M87,5.0,7.0,2.30709e-06
Pa233,M87-5,M87,5.0,8.0,2.32601e-06
Pa233,M87-5,M87,5.0,10.0,2.35187e-06
Pa233,M87-5,M87,5.0,12.0,2.37666e-06
Pa233,M87-5,M87,5.0,14.0,2.39395e-06
Pa233,M87-5,M87,5.0,16.0,2.41414e-06
Pa233,M87-5,M87,5.0,18.0,2.43186e-06
Pa233,M87-5,M87,5.0,20.0,2.45302e-06
Pa233,M87-5,M87,5.0,24.0,2.48198e-06
Pa233,M87-5,M87,5.0,28.0,2.51927e-06
Pa233,M87-5,M87,5.0,34.0,2.5661e-06
Pa233,M87-5,M87,5.0,42.0,2.62277e-06
Pa233,M87-5,M87,5.0,50.0,2.69187e-06
U233,M43-10,M43,10.0,0.0,0.0
U233,M43-10,M43,10.0,0.1,8.53511e-09
U233,M43-10,M43,10.0,0.4,1.2975e-07
U233,M43-10,M43,10.0,0.7,3.73078e-07
U233,M43-10,M43,10.0,1.0,7.15104e-07
U233,M43-10,M43,10.0,1.3,1.13692e-06
U233,M43-10,M43,10.0,1.6,1.62309e-06
U233,M43-10,M43,10.0,2.0,2.3498e-06
U233,M43-10,M43,10.0,2.5,3.35196e-06
U233,M43-10,M43,10.0,3.0,4.42692e-06
U233,M43-10,M43,10.0,4.0,6.705e-06
U233,M43-10,M43,10.0,5.0,9.06056e-06
U233,M43-10,M43,10.0,6.0,1.14325e-05
U233,M43-10,M43,10.0,7.0,1.37892e-05
U233,M43-10,M43,10.0,8.0,1.61156e-05
U233,M43-10,M43,10.0,10.0,2.06552e-05
U233,M43-10,M43,10.0,12.0,2.50215e-05
U233,M43-10,M43,10.0,14.0,2.92123e-05
U233,M43-10,M43,10.0,16.0,3.32278e-05
U233,M43-10,M43,10.0,18.0,3.70712e-05
U233,M43-10,M43,10.0,20.0,4.07489e-05
U233,M43-10,M43,10.0,24.0,4.76394e-05
U233,M43-10,M43,10.0,28.0,5.38984e-05
U233,M43-10,M43,10.0,34.0,6.2234e-05
U233,M43-10,M43,10.0,42.0,7.1446e-05
U233,M43-10,M43,10.0,50.0,7.86909e-05
U233,M43-15,M43,15.0,0.0,0.0
U233,M43-15,M43,15.0,0.1,1.12635e-08
U233,M43-15,M43,15.0,0.4,1.71113e-07
U233,M43-15,M43,15.0,0.7,4.92169e-07
U233,M43-15,M43,15.0,1.0,9.43774e-07
U233,M43-15,M43,15.0,1.3,1.50082e-06
U233,M43-15,M43,15.0,1.6,2.14281e-06
U233,M43-15,M43,15.0,2.0,3.10242e-06
U233,M43-15,M43,15.0,2.5,4.42598e-06
U233,M43-15,M43,15.0,3.0,5.84568e-06
U233,M43-15,M43,15.0,4.0,8.85296e-06
U233,M43-15,M43,15.0,5.0,1.19628e-05
U233,M43-15,M43,15.0,6.0,1.50943e-05
U233,M43-15,M43,15.0,7.0,1.82064e-05
U233,M43-15,M43,15.0,8.0,2.12803e-05
U233,M43-15,M43,15.0,10.0,2.72789e-05
U233,M43-15,M43,15.0,12.0,3.30481e-05
U233,M43-15,M43,15.0,14.0,3.85925e-05
U233,M43-15,M43,15.0,16.0,4.39181e-05
U233,M43-15,M43,15.0,18.0,4.90134e-05
U233,M43-15,M43,15.0,20.0,5.38904e-05
U233,M43-15,M43,15.0,24.0,6.30426e-05
U233,M43-15,M43,15.0,28.0,7.13695e-05
U233,M43-15,M43,15.0,34.0,8.24596e-05
U233,M43-15,M43,15.0,42.0,9.48035e-05
U233,M43-15,M43,15.0,50.0,0.000104604
U233,M43-20,M43,20.0,0.0,0.0
U233,M43-20,M43,20.0,0.1,1.36555e-08
U233,M43-20,M43,20.0,0.4,2.07605e-07
U233,M43-20,M43,20.0,0.7,5.97082e-07
U233,M43-20,M43,20.0,1.0,1.14482e-06
U233,M43-20,M43,20.0,1.3,1.8204e-06
U233,M43-20,M43,20.0,1.6,2.59902e-06
U233,M43-20,M43,20.0,2.0,3.76274e-06
U233,M43-20,M43,20.0,2.5,5.3673e-06
U233,M43-20,M43,20.0,3.0,7.08869e-06
U233,M43-20,M43,20.0,4.0,1.07386e-05
U233,M43-20,M43,20.0,5.0,1.45134e-05
U233,M43-20,M43,20.0,6.0,1.8314e-05
U233,M43-20,M43,20.0,7.0,2.20915e-05
U233,M43-20,M43,20.0,8.0,2.58213e-05
U233,M43-20,M43,20.0,10.0,3.30999e-05
U233,M43-20,M43,20.0,12.0,4.01036e-05
U233,M43-20,M43,20.0,14.0,4.68404e-05
U233,M43-20,M43,20.0,16.0,5.32987e-05
U233,M43-20,M43,20.0,18.0,5.94916e-05
U233,M43-20,M43,20.0,20.0,6.54263e-05
U233,M43-20,M43,20.0,24.0,7.65554e-05
U233,M43-20,M43,20.0,28.0,8.6698e-05
U233,M43-20,M43,20.0,34.0,0.000100225
U233,M43-20,M43,20.0,42.0,0.000115335
U233,M43-20,M43,20.0,50.0,0.000127403
U233,M43-25,M43,25.0,0.0,0.0
U233,M43-25,M43,25.0,0.1,1.58288e-08
U233,M43-25,M43,25.0,0.4,2.40668e-07
U233,M43-25,M43,25.0,0.7,6.92131e-07
U233,M43-25,M43,25.0,1.0,1.32711e-06
U233,M43-25,M43,25.0,1.3,2.11028e-06
U233,M43-25,M43,25.0,1.6,3.01277e-06
U233,M43-25,M43,25.0,2.0,4.36186e-06
